id,prediction
be36bf7462,0
70e19e33f7,1
d5ebd4785e,2
f50d8e5f2c,1
42e5e90931,1
d320e854b8,1
05129bb42c,1
e2334865f6,1
511a6763fb,0
9da855fc99,1
94d218da47,1
912208c6f4,2
945967e7e2,0
f9d623e8ea,1
f1a4517f21,1
377eba8724,1
0503644693,0
f74b4be740,1
34c3220ee5,2
e60ee72e52,1
3ef8a6e093,1
54a5219173,2
acdc565a50,1
97117849d2,1
9b398e480d,1
4cdeea9cf3,0
6c045c4d23,2
4fbb1086ff,0
68acec71e2,2
269151a160,2
80d2e72419,0
ab04aa6fa1,0
dc4bd47b99,2
3a699ec0db,0
0238043528,1
3759ca0204,2
233dfba319,2
bed7eed97a,0
474ead0fc7,1
147dc077ea,2
ae793b07c9,1
e37b3dff93,2
f3ca30b42a,2
19c159954d,1
534faefdcc,2
e04c6f778f,2
f55ba7c41b,2
47ec7618f5,2
56c12fc7f5,1
784468420b,2
4d5954fd87,0
122d64aa17,1
0a2166af91,1
7948243739,0
c967229ff8,0
c503c71faa,1
8f12b62fcf,1
ff014d2731,1
c2ab7e0d4e,1
cb312d2d4e,0
a7bb0cf428,1
041ecd4b18,0
126987ba25,1
bb26302f60,0
5ce1b35613,0
9b0eec1536,0
78a0994fc2,0
b3614435f9,2
d6ccdc92f4,1
a2a21a2671,1
420eba7f83,2
13b3624406,2
ab48ab7772,1
0e458015ea,2
ed7a78496f,0
60dfdf9bf1,2
627fff934e,1
a95c86d303,1
9e5700e149,2
6b0042e99a,1
9c5773d895,1
414ebceb29,2
4f7042686d,1
32d5fd64c3,1
09539f72be,2
83cb4a2bfc,2
ed96a83704,0
bdc1cd48b6,0
9db52a5acc,0
c9fccc4123,1
036d595d55,2
43f846ff5e,2
fb557072c3,2
a7e9b32755,1
71631765ca,2
266b1ce7d0,1
ea1c26c45e,2
4d1017a2ff,0
eb77e2e939,1
57dae09a2b,1
249446d4ba,1
58eb2b6f0b,1
d59c6e64a3,1
72bcca47a9,0
93865426ff,2
1445eb93ee,1
d9b2ab1b77,1
dbc93c21ee,2
75465ab0ca,2
93bef37be9,0
a52d8cf1d3,0
bc73ce64e9,0
d6b68e7dd3,1
5825f588c5,2
e56d273097,2
db27467663,2
9bb50db463,2
66c33e81fc,2
d26aa6dd9a,0
8372aea853,0
d15be1eb93,2
c72e9bac78,2
bde03e9e8c,0
435ff1fb6e,0
f437e2979e,1
39401af82a,2
2c8380eb93,0
98aadd5492,0
5cec2e326a,0
fa19f0e92e,0
b69f1278f6,0
7cd553fd2e,0
8958779065,2
c1099d2a1c,1
05afc601ee,2
f76a9e11b8,2
eba80502bb,1
08c05e6bd7,1
7283e04bae,1
0e3ba07eea,2
7f4b3cc834,1
236ba027a8,2
9adf74cf1e,0
df4fb6021c,1
edad2f8a97,1
6ae08b5308,1
db19071cad,0
7675cabd51,0
df0de36fa8,1
a50316f36a,1
3ef7854cba,1
1572e921f2,1
e7b99bb758,0
5ac8055053,1
ec3f4daf54,0
7ba5cbf49a,1
d5c49e4429,1
3148feac93,1
3aeba1c7aa,0
a8220a6b1c,0
78530fb908,1
013ad01696,1
3df7ad0899,2
b089bb6fcd,1
02abfc2d4e,2
8b73de4474,2
8727b5f7c0,1
6667decd77,0
c1a2e8b289,1
9238157a3f,1
1ecd0f4b2d,1
0493ee98c0,2
30f170c50a,1
2ff2ec175a,2
e8989af644,0
a740390b6d,1
574e3f237e,2
a03c1e96b3,1
98e22227e9,1
cbb169079d,1
d4bc837116,1
5d0eef7077,2
ea40bcad6a,1
ccb1bbc36b,0
00324e1642,0
fdd2f1c9a1,0
727052643b,1
3dcb6babbe,0
3cb6939939,1
99edf6e21f,0
210e553d20,1
fa364eaeb7,0
d7e7a28eaa,1
767c5c9dc7,1
e668bed125,2
9c14d892d8,0
434b9a3322,2
7a99d5c716,2
4739b265ff,2
228b8ff33c,0
b7b7d8b62c,2
a6b6cf39ea,1
52bc1483e3,1
82294f6074,1
8eb3c769e7,0
64a21d86ad,1
5f429f55bd,2
50290cfa55,0
87887ff85c,1
4df354a460,0
5f27be0631,1
5eca7e2648,0
ddf43d1e76,1
ebfd45fd1c,1
e6b1502b9e,1
dddbe88578,1
3bc6066bc0,1
9c532bcc17,0
4e3bb46426,0
c517391953,1
9a797e767a,2
820c22078b,1
7cf240567c,1
8c031e77dc,1
853e8fbcb0,1
89326f9c73,0
b86c0aab7a,2
7902bc0ddf,2
21f516aef1,2
bcddef541a,0
11d175de1b,2
8ab4e8e5e7,2
441d6f6e2a,1
bacb530c43,0
6762e46a92,1
d93d4ddf40,1
af140ee3e1,0
d02581f656,2
5d0de96a03,1
5f5d19cad6,1
8284c37d6e,1
3c28c77a3a,1
064bff4f10,2
3e85db6c54,2
3713c89ec5,1
c45e9a277d,2
feaf248af5,0
f2ca184e3c,2
a32d02490f,1
1be97b1868,0
24808e9794,2
e6d0312edc,1
27471969a2,0
603e359f5b,0
737f48d505,2
d321eab7a9,1
114325b164,2
782c37156c,2
dac78fa9eb,0
a4d2ab23e5,1
6140cfba0d,1
0124883f72,0
fe550a7c87,1
a79903d796,1
65db2106bb,1
5faac8d4df,1
80c5f996ba,2
0320b16051,2
557ccb8935,0
1f7d3d00d1,0
402dd272ae,1
36a3b34769,2
084c396a8c,1
c6fb482711,2
d0e22252e9,2
3f78f2cfd8,1
95296aa523,0
5c4efbf85f,2
0ddac53ad6,0
d7e0469a22,0
46d8f079ef,1
2a2da690d2,2
1b337ce265,1
d843153cfa,0
490f16dbcf,1
ff16e789d7,2
7a85395d37,1
d281d17eea,0
9dadd2a0a4,2
5bac792202,1
dc182a31bc,2
d7ce828413,0
43b9e60df4,1
631b278ef3,2
3ad7521f37,1
135950c7c6,2
c44faac871,2
b7a348f52e,1
9edd9f3172,2
29fd79c9d7,2
7dc2cc09db,0
af0b95ae5f,2
a451a0116b,0
b86f82c825,1
42fa0ea428,2
d6a5e5b173,2
c087cd1138,1
c8d8635b16,1
4a46be839e,1
052bbabf01,1
d5eeb10f29,0
34695c33d2,2
210bf77fcf,2
773eb8a5a6,2
23daac22d1,1
68633fff24,1
10af87b3e0,1
4c25511e9a,0
9570e1d7a6,0
089a8a7971,2
2badc63390,1
6b6558777e,2
ab131b64a1,1
6427a64e9e,1
13f059b5bf,0
f1919b76c1,2
5d80d521a4,2
e6be1f9eb4,1
87db73e670,2
33a3c86280,2
f18e0755ee,1
5fd3401fe0,1
a965de0a6c,2
d43f2eb30a,2
197b282710,0
823bd3f723,0
d1735653b8,1
67e2978fdb,0
7bf7474166,2
3d533da3c4,2
3b00b15743,1
7fdfc459d6,2
0691640ea0,0
b23624e707,2
43bf42970b,2
0b7752832c,0
246e00e9b8,1
24340b2b1b,2
e9325c5c2f,1
1ec477f753,0
5f4ad46699,0
2afc26e93c,2
468474f393,1
1c3ca739a2,1
5a52ef37fc,2
63354da5e1,0
dda70e02f6,1
74236234ec,1
99575386e2,1
b049d0199f,1
3262962c57,2
33ef7e8ad4,0
59f2951c42,2
2d880d580d,2
36e5d73472,2
5a983c910f,2
36517755c8,2
c65c99a25c,2
da15328d30,2
cf7be1104c,1
41d29f6c13,0
fc09fdf1e0,2
6f09bf603d,1
3ea28fdae3,0
8b454db5bf,0
c89ecb79b6,1
1ee9624eff,1
985cfe6a3e,2
2de44851a3,1
a5f12fbb4a,2
9e8f64714b,1
b92f532652,2
973a858731,0
b82ee4e71c,0
273009901b,1
cc5decccd8,2
5ff8564e86,1
2cadcb29a1,1
9e32e0acd3,1
3e9bcb9a1f,2
2db52d7e5a,1
271b198fce,2
0f2479b378,1
5ecd7bd788,1
abf4797324,1
0ff398d6f0,0
60e74e7a02,2
acaf915b03,0
4be18418a2,1
a70b0c816f,1
4f41c77382,2
4085540b8e,0
5458221de2,2
2f862a7a88,0
015125ba9c,0
718edc03d1,0
8685c7c226,2
8b01a74178,0
fb9c3c2f2f,0
7cc5c6dbe8,1
2591e84ca1,0
76f4ce0d56,1
af13ee387d,2
ca2f8bb441,0
2e3047e86f,0
0369e17f3e,1
242e001793,1
bb8860e401,2
a9b8fdb137,2
64926d3e2b,0
b6e7d8cf8e,0
1631844bec,1
4adf05923e,0
5003bbd1af,1
dec3d26623,0
590c8bcbee,1
991f28613c,1
60d48a140a,0
0858aca32a,0
4f41dab600,1
96e347af7f,0
14e31dc2cc,2
2f4c94cf50,0
fae2d2ca88,1
e763cd8a4b,2
08c91426b9,1
64d9e40c8f,0
a6bc4b99e8,1
84938cee65,1
710efa3333,1
679f33cea2,0
6be3af4e56,0
fc02412485,0
6bfdff72d0,0
5e859e7b6b,1
9392f0340d,2
f2e39cc682,0
3f9ececbd7,0
c233e6f9e5,0
491a7701b5,0
2a35c820ef,1
6556bc1d6a,1
8af56a2ce5,1
405c20751e,0
71fe506dc9,2
b89bdc0b52,1
c6cb18b88c,2
338e465331,1
f2373740e3,1
177666a433,1
e63cc9def1,1
d0eb6054c9,1
3025783518,0
ac330b5c14,2
e38c741f1c,1
98d1cacf88,0
68f0625a48,1
d4ad327462,1
302890260e,1
989b92f441,2
d4d4a8e8ed,0
16e9b62021,2
21cf457279,0
9de69eec66,0
35d8a1810a,0
43c5d86c8b,1
e2dea4e393,2
6b84e89a08,1
0ecba48ce0,1
78b64e5c7a,0
161487319e,0
212adbe328,1
4343be90db,2
28a6907400,0
ecae1c9648,0
37a7c40c7f,1
7b77299259,0
f4a08fe0dd,0
0f4908bf0e,1
6d2cb2b604,1
23a4904109,2
a7bc7f40ef,0
f0d4ab11d1,2
2dc6af9fc3,2
238b28c2d3,2
422d56e2eb,1
a66045c50b,0
50d530afa1,0
b82b9f1e9f,1
8568b9c685,0
c1dad95751,0
4ab98dc00c,1
dddbbb0193,2
dd51f4192b,1
04c9c66e5b,2
ca76e5a254,1
4c8cbbbf72,2
8967c27c48,0
151ee0fdd3,1
2a4bc3b351,1
d1620642c8,0
37f4b25f65,1
f148a6805c,2
4a0272c335,1
a3c3fe90f3,2
8daca4f9fa,1
a44c9bf645,2
0d6fa9af60,2
3573d71829,2
25ba01e2c3,2
eaa1c8e1ab,1
be521c99f2,0
40f6c4ed25,2
f0072645c0,1
ff05ada8b0,1
7abeb9e466,2
d8a16c4ed1,0
7f8d09c015,1
0c948d8251,0
0d640c89c8,1
7ce38fd782,1
76b3eb1ed8,1
523de3957c,1
40388bef90,2
14783f781e,2
152f7a453a,0
d2cf85cca8,1
d3ddb14d32,1
ae8d411a1a,1
75a3e08a87,0
26568d0729,1
64c60b8b49,1
9c6be61e3f,1
07ebb6e835,1
060cc9939f,1
c5549eb969,2
f573181b18,2
e37a1f378b,0
d7145ffb1d,0
2a63aa1add,0
b169ee2797,0
dd45af1025,1
4de7919717,1
ac445228c3,2
def7847d30,1
da67be0c30,1
f7510070c6,1
05cf4d7859,2
dc9111a806,2
20baae7533,1
e689082c7d,0
6b8ce47bf7,1
9d66209834,1
caa1c31b0b,0
c736e94949,2
0b50989f5e,2
ad19a572cb,1
062bd2d789,2
7caa0317b5,1
24b0e8ce7d,1
d3405d681f,1
b96d4c1bd4,2
9e52cbb90c,2
3115e73a59,0
c0521317ea,1
4125db4e13,2
a04b0de7b3,1
a1440ab2a8,0
4b6bb90cbc,1
f51e8fa536,2
684a6f1dab,1
d80a46dada,0
47f06ab37b,0
3a345db8c9,0
f21b1aafcf,1
39efe43a11,0
b874715ca0,2
293f6e432b,0
49c95ba289,0
fbbd80ab04,0
751f69321d,0
a5ae8e91fd,0
761afde3c4,0
631fa9991f,0
e0170b9447,2
df85bd0c1f,1
858099a3d8,1
13425ac5cd,1
2c0713c4f5,1
9d40dd2178,1
2e90c3156f,2
10701cefdf,2
ad18453f79,2
6c69abd549,2
eb8e81f4cc,1
98e438da96,1
c0dff2d0ec,2
de9f29884b,1
f974d5733d,1
633d682bc9,0
02b3ce8d37,0
8ad358c7c7,1
577c80d2c7,1
afc010b195,1
eb8c06fa56,2
3b6682f1df,0
b7adc44334,2
0013150720,1
d73a61c12a,1
e193589c96,1
f89eb0381d,2
dad9a23ef2,1
e1a185ab4f,0
576332c963,0
096dab07aa,0
db2a9ad333,0
4a1b4db3c9,1
6e6d3a465f,0
cbd8bd8078,1
1ebb639725,1
82705a57b5,1
4e31a2d96f,1
077a42c555,2
2411584b80,1
b5df3d928c,2
d47b92eb70,1
f9e59ddae6,1
8cd38b61f7,0
bf679d22c8,0
910c203108,1
afacbd68ca,1
2a2892f5e8,0
fed7331638,1
68ace2e46d,2
9cda710965,0
c7ccc6a686,2
e48481d4fd,1
cd0e6fd44a,2
a14ab0f792,0
7ad10dc1dd,0
9392377824,2
e475c1d6f8,1
328ba13e60,1
e17f67d429,2
dfc21ac23b,2
2a3981ff12,0
4e4ea9b82e,0
6ab9b713a4,0
a96fc42769,1
c725bfaa4e,2
221a96a346,0
bf26c6d698,1
a18ea12e30,2
9aab581693,1
47296e153c,2
9d448d05c3,0
f69a6de130,1
cb80c4f0a6,1
e1cbd5b241,2
fce6c31139,1
fd8b58a022,2
e561513de4,1
3a9c568b7f,1
63456608c7,2
fbf33623fe,1
d76d84419e,0
8d860dd86f,2
6083487f52,0
e9cf1a8939,1
ccf30b9904,0
b002f3d12e,2
f62ff0cf88,1
ddfdf2efb1,0
9b81a46f1e,0
22465dca58,0
420706c6be,1
8e46e6c02b,1
e3ce104de8,2
633d0f486b,1
135e30b8d6,1
24e8d3b843,1
d7a1617505,0
9a30f16964,1
98ead2488a,1
bdc2083e40,1
d5a868cc40,0
22878cf0a4,1
d6cafd200a,1
1d159f1e58,2
aac62a23d8,2
71f7b10db4,2
1b5354755b,2
cf719a2f63,2
b327867fd3,1
1fd8a1c1df,1
96ba28e813,1
37c500f27f,2
f756d6cb3b,2
445b4ac052,2
fb00b51f6f,1
b5da22d02a,0
36543650db,1
950a3c83f5,1
8435b00c67,2
ab42178445,2
e6f760c6ab,0
e2e3eeb90f,1
590c09c117,1
29b25ff755,1
84adea6449,2
b732353690,1
4ddab5d492,0
5a2844d633,1
4490fcbfd2,2
30e536c4d2,1
29c20fcd3c,2
33805cfda2,1
5f477fcdd9,2
557cc7f901,1
5010e43026,1
2ff034bf47,2
5f03ccc998,2
3c962c44c6,2
70e65c94ad,0
66d27bacb0,2
487254b38f,2
c0b4b505b1,1
e826855170,2
5c1bdb04d2,2
b10555165f,1
f5240c73a5,2
8732d335c3,1
35fcf00a3b,2
4a8b7082ab,2
8a1e0f8978,2
f6986d2a1b,0
6709605c7c,1
d9797852e6,2
3b4aae9c91,0
009541662d,2
40b9f6c142,0
071ba37f56,2
23ead75865,1
f025aeca5e,1
c20ed6ccf4,1
8022f84008,2
ef84b7a7eb,1
114f328574,2
d6c97a1f3c,0
5e97ff2fbc,1
9e6b8814e8,0
c923be9ae1,1
1d23a89075,2
5cd32d0d38,1
52c0a0a61e,1
f6e2e47ec7,1
709b2fc5a9,0
ea838bb160,2
1ba8449e34,2
93df1ed297,0
6ab50b56e7,1
771d1e5564,1
bbb46ffecb,1
684d924927,2
1c330fbabc,2
18559e771d,2
55089d8950,1
c81dbcfb5c,1
c3bb9b5bc9,2
b62757c954,1
ad30d84917,1
ecca0f86d7,2
15407c8d73,0
c2f75ae0e9,1
2464ee4b12,1
d8ccb62849,2
dad1a46ed1,0
d05ba84589,1
9333faa358,1
65a25624d4,1
f0b5445c2c,0
b929c4c7a7,0
68fc46e322,0
c8e25a620b,1
8ae74f6612,1
697e5501c4,2
8840fe817b,2
4b50b4143a,1
81ad44674d,0
db21fb2e49,1
69760ea333,1
025e81cfc7,1
08cc49e407,1
1035a1a4b8,1
e95c580d28,1
9ac29adb35,1
16b4f6c8a6,2
ae2813d8ae,2
675cc329e6,0
ba65c244cf,1
7d357d529b,1
34629fd216,1
5c8782b67e,2
cebe354eff,1
e609f65ffa,1
0f3a5fe0c5,1
f09e606d97,1
c68040f4b6,1
8dbdb111bb,2
c9fffd562b,1
c8ae152968,2
00a661bf71,2
4cf51bfcc6,1
86ea38e588,2
9c4fdae070,2
e182a80baf,1
6d009312e7,1
39e18c047d,0
8e8658a7da,2
359ceec339,2
588ff666b2,1
125e259351,2
f351b475b3,2
759838b641,1
419951c822,0
9a5bf8d5ce,0
00d70b33b2,2
c225aa2545,1
6dde657f19,1
7c30ed9ca6,0
7852f8d9fc,0
b069a5ac66,1
9ef7a79e17,1
2c3af12d6e,0
78e9b6e0ac,1
4ccf61b333,1
7738cc767b,1
63d52d3ab7,1
ecbc0f458c,1
608ed9c549,1
40294a72be,1
662d308d29,2
37eff96af1,1
a60386db7b,1
2cda8abd3e,0
91b192233b,0
de27b6be86,2
5251574689,0
ba456201b5,2
d66cd15b1b,1
0f7ad81b4e,2
3213ff2240,1
eaabe9795f,1
6d49314f33,1
4792c0bdba,0
4213c0ff26,1
f33a28e691,0
e7a6266bab,0
eaa3a6d24e,1
f1383ca598,1
f880800121,1
d2b88aad07,1
483fef0184,0
e8fc19b3e7,2
c6a9d4b1b4,2
ae5a19022d,0
08739ad118,1
e8c65d4b87,1
1f09a98ff2,1
b7c03168d2,1
e84a08f133,2
217294e5b7,1
aab5389e9e,2
2ea6e49a6b,0
c1d77f40ed,1
63f8751ef4,2
6587a96aee,1
031435d582,2
859b296573,0
8fb7fe61f3,1
291b1821a8,1
15279419b8,2
6a1fc24885,1
aec7bdb325,2
a0fe788b0b,1
bd03b499a9,1
050e5f849c,0
9e6360eb0b,1
55648a86e5,0
85d06533fd,0
2c6a046f2e,1
ecffec0e98,2
8c5585b50a,0
b1aadd6055,1
5b5e227c1c,1
279ecae9c5,0
ddb982fe50,0
4c2e0a36a9,1
9aaa4b82d1,1
070dee7de4,1
a955e86317,1
459815248c,2
867124e4a4,1
f19e27e9a1,0
aa7abb809b,1
3a8221db17,1
33c5214585,1
42d32157c9,0
c5b2281191,1
54828e66d0,2
f35e3dca9c,2
5cf8f1c8b5,2
96721243a9,0
3a2acaf6ad,0
47f040c49c,1
c58dbfe3cc,0
63c7777786,1
015e025207,1
1fa39c8d11,0
7d560f0a3b,1
21dfd38aef,0
648ed66874,2
92c685de7b,1
55c80c23f8,2
8d56fe261f,1
b23860d15e,1
42aaa6c380,0
611621c2c7,0
661ac10613,0
d3e470c256,2
a278b03848,0
dfab4ef10d,2
0ae81dc48b,1
5d32fa2a35,2
7a482b3792,2
582380f17d,1
d7e19e199e,1
b021dd8b5d,1
d71db41f52,0
7471b45a60,1
88c17ecf14,1
507c02f2b2,2
fa5cec1e2b,0
7815f1891b,2
b1333a756a,2
9cf9d13f4c,2
fcbfed7cbf,1
e44c7537a6,1
c74620713b,1
3417530c94,1
6895fc1f55,2
a8b31f4b65,1
b7f83f2a7a,2
de3f34c291,0
7b51764004,2
48dd422676,1
dad230d07c,2
b87fc69d29,0
4bcb384bed,2
4f4e072d69,1
2ffc434b3b,1
e4bc4064d7,2
46d5e6ce73,1
2f3e4355b8,1
d4e215e056,0
f91801d283,2
79ec5e934f,0
dc3a8d2968,0
a2ade1bbc3,1
845480aeec,2
17f783e522,1
9107a6680f,1
7682e7f25d,2
adf5d32394,1
7fff7ee48d,0
0a94380a7b,1
bad364df43,1
81f8bd703e,1
aaf1d40104,0
c22524d4f5,0
94ac2a1ff7,2
3ac47e688c,1
6630688dba,0
0209b56e49,1
c2babbf1f9,0
58d65fe7d4,1
ffb12187ea,2
87814b0f51,2
93eb41692b,2
1e86c38999,1
a36baddf43,2
6477e45d2e,1
32df4893b5,1
46d9a3bbda,2
f15546c965,0
4c638d4ba7,0
9337d03355,1
ea2f7e7ed2,0
ed3a3aad47,0
dcacb3e8c6,1
f8b461b0dc,2
ae956a5456,1
99c8f76ad0,2
6d8a9c25dc,1
a794d22318,1
0849f77e23,1
a121038504,2
d6f03cddb4,1
0fa6031235,2
6630b2d893,1
7f9c9d957c,0
194e27a2c7,2
6cbb4be3ed,1
e474ca934b,2
c573d6534e,0
f3b29695ef,1
f0885ca11a,2
fa763c3d8a,1
85643dcbc8,1
757cfe8cb9,0
0a4c23502c,1
05a1108337,2
3c8934e346,0
c2df14413a,0
194c7606ff,2
b476ac3318,1
7ddd6cdfc8,0
b6b104e0c0,2
fcee68e03f,0
fdadbd2105,2
244e50f4a2,2
2a94296111,1
4075c53cae,2
ae9ce56a06,0
77a49d3eeb,0
da41b32a79,1
12cee1075e,0
bb20d5e8a0,1
bc8bbd8d0c,1
8461f38561,2
8a56a7a26c,1
69bd88ef5c,1
2e89856341,1
e1913d888a,1
742d11d994,0
ba11686435,2
8ea21a90f9,1
3db4cd209c,2
c90e3414a2,2
5e2193d71a,1
7891a7b52f,2
658e5d40c3,2
de296fb273,1
e8ed2c621a,1
e95f307b29,2
0a807e6f7f,1
451f7f01c9,2
083c7c379f,1
d3e46b88e4,1
fe46102d90,1
88457c7242,2
2f3f8cd8cd,2
f056172e67,1
41fe9fb1ec,2
9d2a45e2b3,1
d9421e0bd6,0
155f713bfb,1
48994b0132,1
c1a79a83b2,2
7f836a2e77,0
1338648f15,1
d4229f6c49,0
433afd8ddd,1
b209e87313,0
54a855ccab,2
daf0e7c309,2
9522bf306e,1
93c474d34e,1
a3156bea41,2
dbad90f8d8,0
86140d1ac6,1
0b5cf4d3f9,2
d6c92d9bec,1
3d6fac7e2d,0
8164e7947b,2
95b8719d9d,0
c8614a2cf7,1
7666ae7eb5,1
74df7c8912,1
2b1c78a63d,2
b2a27cc22c,0
9ad5d81cb5,2
237157b7e1,2
4b23bd81a1,1
aa64e05184,2
38506abab4,1
995492c948,0
b133257d36,1
111a9f4e18,2
4da9d62bc8,0
1c0e4618a8,1
49e3a934b3,2
700498c981,2
8a22765343,1
2db0c11fee,1
bfe8db449f,2
47826bf6e7,0
ba61c4cc1b,2
831ae19ae3,2
b274333bd3,2
5ad8cec83c,0
3dcd5bff87,2
08224308a0,0
aa3890819c,1
c81a62b2d4,0
eebec7f916,1
06b20170a9,1
6afde96109,1
522263544f,1
c1ccceee9c,2
1e4402f622,1
29fbc8e405,0
4bb1c7d1fe,1
dd28d51b9e,0
8d79649dea,1
2447ec7097,0
0c8ba1cef3,1
9553c6c9c8,1
a43f9dfe94,0
03ccd491e1,0
2bc1083d21,1
22cb4d573c,1
3a86c8d070,1
24244c171f,0
1902a6aa34,0
2dffbf7713,1
be794e6d81,0
60de3bbf5c,1
001e3335be,1
73a847b1a0,0
b1f0c50745,0
f149880019,1
4dcd82e6e9,1
6ce64b1e87,1
4363c3649b,0
e3eee77359,1
e0a93cdf08,2
47aa927cee,0
c1ce98ba31,1
3018cf3080,0
b87730dc23,1
1b9cbbb971,2
1cabca5b56,1
24f1b736b2,1
1eeedf10db,0
a4fe0f2516,2
c4733bf9ef,2
3f3a70be56,0
c8c5bef825,1
6814f50d89,0
11436afd9e,0
c8704fb942,2
781e1dd48f,2
1c57c4c7d4,2
6c12c1e558,0
611500af8d,1
6860f76ffb,1
ea184b77de,2
a84daaa051,2
0fc24d8b28,1
0c8155eb8d,2
8234330cb8,0
a1c12887f1,0
951ae988af,2
c8c43a416b,1
7020a9ce55,1
a2f120903b,2
97865ddd8e,2
24e02a353f,1
56d680cecb,0
3f1bbacca7,0
e8fff73391,2
61a9f66651,2
f68410c8ee,2
50f513b7d7,1
bf8d9a3d67,1
f6cbbfdb88,1
c0a019cf42,1
ec0a425bf3,0
67fb6cd4a3,2
1327babbb0,1
a59eb45d4f,2
5dd0ca146e,1
9f1a2cdd34,2
dec033fe8f,1
656b60a2ec,0
59dcdf3d8a,0
f2bda11084,1
0273a7453d,1
6a08757940,2
045b708d2b,0
a413cbba43,1
bc17669d5c,1
40113ecc08,2
4d73c1252f,2
93a1b6bbfb,0
2fbf66fe84,0
11f7d16a10,1
62ab8c7484,1
46bf572009,2
ba1478e63f,1
e9ecb20c7c,1
68ca4aa704,2
93b0b7ed18,2
e1acc3e53d,2
ca07780084,1
de98cef58b,1
8ebe22c030,0
a8d5a978a7,0
794f48ffd2,0
3e78aa7a88,1
10e82e41d4,0
964482cf29,2
43e67c7fc8,1
4b185b6af1,1
83e24616f7,2
345db26351,2
5acc6a531b,2
d0ab866de6,1
2f6e2fe99c,2
40b725f5e0,1
293f549ae7,1
a130d92915,0
c5d4a3946d,1
446119eb58,1
55f650564c,1
ae42ce8b40,1
bec2299a93,0
96ad4e2754,0
a258174a61,1
0006c49adb,1
5b3386f5d7,2
f2a33ed61a,2
cc4d313261,0
e03e99484d,0
a4540e294c,1
e8486a1816,2
cdb9e63e1e,1
267ec22f32,1
91208de2c3,1
0d70157778,1
3b0dfe8598,2
255726da56,2
8eb3df0140,2
2c6c205c43,1
12c32a3036,1
02046da1cc,2
ff4f6b6246,2
