id,premise,hypothesis,lang_abv,language,label
ad4b9214af,`` So girl writes little farewell activity n't fare well eh '' chortled,Your farewell activity n't go well,en,English,0
097b4dfe2a,You walk,You need pas foot,en,English,0
b0c2761b43,No I exclaimed astonished,`` No '' I cried shock,en,English,0
37c01740c6,Bauerstein Styles fatal night added `` He said twice 'That alters everything And I 've thinking,Styles responsible happened,en,English,1
3d3149ec45,Long ago -- away whatever -- world called That another called Earth,Erath world ever existed,en,English,2
6c12f1e611,Then time spill vase Mrs. Inglethorp 's bedroom nose I cried,So hidden another country impossible u locate,en,English,2
9832b523a0,always pay someone else cutting fertilize um edge um think year 'm going landscaping put,I never developed love gardening,en,English,1
71bcd59dd6,She get little obsessive sauce,Her sauce complicated 's obsessed perfecting ingredient,en,English,1
aab0894630,Rather kid today little bundle joy also perhaps ultimate symbol worldly success status,While kid today symbol success status parent,en,English,1
7ca8ba219d,China 's civil war sent distressing echo Hong Kong,Japan fought civil war,en,English,2
e390988e6f,The seven grant flow new Nonprofit Capacity Building program foundation part trend among philanthropist give money help organization grow stronger rather program service provide,The grant flow Nonprofit Capacity Building program foundation exemplifying trend among philanthropist give money grow organization take,en,English,1
9e42108ae0,Or eligibility could restricted already pregnant least sexually active age 13 age 21 combination thereof,The age consent age 21 well,en,English,1
4acead92d8,In respect bringing Steve Jobs back save Apple like bringing Gen,Steve Jobs came back Apple,en,English,0
7b6768c074,somebody home i'll tend mean can't make everybody,They anything,en,English,2
11788e6295,generation generation Michiko Kakutani New York Times A like Pearl K. Bell Wall Street Journal find surfeit sweetly obedient docility novel say part perilously edge sentimentality,They complained novel lacked emotion,en,English,2
75cbac107c,Hey problem fine policy,No worry good policy,en,English,0
5b09f9eabb,The tro subway fastest way move around city bus capital big town best taking sight,Taking subway good way experience big city life,en,English,2
c5c2c039e5,They sure took granted made mistake '',They simply assumed 'd made mistake,en,English,0
604b64ca7f,'m 'm Plano school system living Richardson real dichotomy term educational economic background kid going attending school,There huge amount poor student wealthy,en,English,1
716eeeea2a,okay think hang n't think anything else,That 's hang right,en,English,0
5de2aa81ed,They capitalized natural resource using salt cure fish exported home country,They used salt cure fish sent back home,en,English,0
f0e86993ca,News berates computer user picking obvious easily cracked password chastises system administrator ignoring basic security precaution,News outlet blame user system administrator security breach,en,English,2
b3c705a914,To good fortune 's proving right,He showing correct,en,English,0
99b71d209e,Too bad chose use McIntyre instead,McIntyre picked used closing pitcher,en,English,1
8bbc9fd459,thing cost 's almost prohibitive bring dealer,It 's cheap bring dealer,en,English,2
3c2e8a360d,WHOLE LIFE POLICIES Policies provide insurance insured 's entire life proceeds face amount paid upon death insured,A whole life policy best choice someone expects live age 90,en,English,1
b1ad9fb1ef,2466 discus four collection include certification minimum number installed operating microwave link maintenance computer-readable database,2466 discus four collection,en,English,0
7cc9bb38f9,The Women 's Haven provides shelter outreach domestic-violence victim already full-time attorney,There full-time attorney Women 's Haven already,en,English,0
a8bcd9ccf7,uh high humidity,Air increased water content,en,English,0
80f6ac92a4,We need look implication differing role range issue SES core competency performance standard recruitment source mobility training development program,We completely ignore implication role mobility,en,English,2
eb04f1a8f0,yeah yeah yeah well 's way might seem outwardly boy 's lot going,There another layer surface,en,English,0
e7ad6c38fc,In situation value mailer improved service would considered along cost work,No consideration given cost work case,en,English,2
ca2f6459bd,Is adequate information judging generalizability,Output information way much generalized,en,English,1
212fc2ad66,The political cleansing happen impeachment process leaf Clinton great serious burden,The impeachment process involved Clinton 's husband well,en,English,1
d5249d1219,can't remember 've eight year remember coming work used live Wylie could see downtown Dallas,I two year,en,English,2
a38659ed31,Over 1980s 1990s U.S. able invest saved attracting financing abroad,The US could save invested 1980 's 90 's,en,English,2
a49ecd3734,Credibility vital factor Jim Lehrer indeed,Everyone would believe whatever Jim Lehrer said,en,English,1
952a08b1f3,There someone knew going world,He knew person idea going,en,English,2
ef98cc7a44,Its scorecard included measure accuracy speed timeliness unit cost customer satisfaction employee development satisfaction,Accuracy speed first measurement listed scorecard,en,English,1
dd883e1f46,On left entrance ramp open space occupied Temple Athena close remains Pergamene library,There remains visible ramp,en,English,2
640c0172a6,If keen learn Israeli folk dancing Bicurei Ha'etim Cellar Heftman Street teach,The Bicurei Ha'etim Cellar place learn Israeli folk dancing,en,English,1
c4e8713899,Or Sherlock Holmes '',Was Sherlock Holmes,en,English,0
a14e13370f,Though two city remained unlinked rail change quickly,The two city railway,en,English,0
39d065817a,Tourist Information office helpful,Tourist Information office never help,en,English,2
101dc2c1bb,More detailed implementation plan also necessary address business system process resource issue,Detailed implementation plan necessary address business system process resource,en,English,0
0c338feb50,First injected cannabinoids may mirror effect smoked marijuana,Smoking marijuana get people higher injected cannabinoids,en,English,1
617f1dc5f2,The data would presented required supplementary stewardship information accompanying consolidated financial statement Federal Government individual report component unit,The data would included individual report concerning constituent unit federal government,en,English,2
8adeb402ee,Boca da Corrida Encumeada moderate 5 hour view Curral da Freiras valley Ribeiro Poco,`` Views Curral da Freiras valley Ribeiro Poco '' chapter 5,en,English,1
a7a2a9fc5e,INTEREST RATE The price charged per unit money borrowed per year unit time usually expressed percentage,Interest rate range zero fifteen percent,en,English,1
e7bc15b1b9,'s hilarious get jack 's right oh 's funny story,I enjoy telling story,en,English,1
f50208a07e,Mr. Erlenborn attended undergraduate course University Notre Dame Indiana University University Illinois Loyola University Chicago,Mr. Erlenborn attended class least four different university,en,English,0
00ddb7aea4,So unlike people fortunate enough able afford attorney go another lawyer client simply lost legal system get access u,Our client afford attorney bouncing lawyer,en,English,2
b0ee325483,Finally woman opened eye feebly,She opened eye,en,English,0
a5484dd197,The finest huge conical-roofed Tomb/Pillar Absalom King David 's son,The Tomb/Pillar Absalom large cone-shaped roof,en,English,0
0393073e4a,Unless mention Ritz accidental remark '',Was mentioning Ritz accidental,en,English,0
09b8ecb23f,They four sentence always insert plagiarized paper throw professor track,These four sentence force professor skim paragraph inadvertently skip plagiarized information,en,English,1
0477c22e6d,This man claim robbed en route stranded without money plane ticket airport somewhere Europe Middle East,He claimed robbed way money plane ticket,en,English,0
3074381515,It planned 1820s symbol Scottish national pride designed mini-Parthenon deference neoclassical style popular time,It designed smaller version Parthenon,en,English,0
489847e94d,Although claim data provide accurate information health care use ensuring adequate follow-up purpose obtaining information patient self-report important many people report alcohol-related event insurance compa-nies,Alcohol related event contribute disease often unreported patient insurance company,en,English,0
a235cb04e1,Could please speak issue regard social ramification gum chewing public,You n't opinion gum chewing public I see,en,English,2
772391afdf,The H-2A worker must depart country subject deportation failing,The H-2A worker committed crime,en,English,1
e90c9dda0f,The researcher found expected stress like loss check mail illness loved one,The stress affected people researcher expected,en,English,0
8c3a69f486,You walk,You stay,en,English,2
836766ea05,The 28 sta ?tues representing king Judah Israel remodeled drawing Viollet-le-Duc original one pulled Revolution since thought king France,The people pulled statue executed,en,English,1
648feccb3d,Ca'daan closed door behind retied,Ca'daan closed door entered bound shut rope,en,English,0
b23bdc1a30,Small town like Louisian lay scattered Oil Fields main train line branched,A main train line went small town,en,English,0
b5ca4c01f3,think people um um lower income automatically equate lower education,I think higher income equal lower education,en,English,2
44bad2a664,Be good cheer,Be good cheer beer time near,en,English,1
5594f92e61,In reviewing history 'is important make crucial distinction,There 's point analyzing past,en,English,2
970707c7f5,The Black River 71 km 44 mile longest Jamaica arterial route used transport rum lumber inland plantation,The Black River received name water stream actually black,en,English,1
3fa01b03f8,town five thousand one uh local FM AM station news fed CNN uh 's uh,The town radio station never relied national news source,en,English,2
0bc8210460,There certain category control activity common agency,Control activity safe business practice universally common across agency,en,English,1
d37166ccce,More 100 judge lawyer dignitary present gathering,Only two people showed gathering,en,English,2
1575809c3c,He forgotten Adrin,He remembered Adrin time,en,English,2
db6d9923f3,In word paper exhibited all-too-typical journalistic tic exposing potential conflict interest involving politician ignoring involving journalist,The paper show journalist exposing potential conflict interest around politician never exposing journalist,en,English,0
1e9caaf93c,The final reason teen renaissance boomer self-obsession,Boomer self-obsession one reason teen renaissance,en,English,0
9d597f75c9,After death Columbus 1505 Jamaica became property son Diego dispatched Don Juan de Esquivel island Governor,Jamaica inherited Columbus son Diego,en,English,0
56d48aa27a,They wo n't killing George Clooney 's character ER like Jimmy Smits NYPD Instead Dr. Doug Ross forced next two episode maverick heartthrob give unauthorized painkiller terminally ill boy Thursday 10 p.m.,George Clooney lose job producer n't think act,en,English,2
fd0d3579c4,120 `` You think I ought go police '',Should I go police,en,English,0
e21db52eb1,yeah thing think would snap know,Because would survive easily,en,English,2
f9f20650aa,We taken number step empower invest employee,The step taken put program employee place,en,English,0
85cc0bfc3d,In case speech Fiss appears believe reason American public le enlightened would wish concerning matter feminism right homosexual regulation industry people denied access opinion information would enlighten,People America well informed controversial topic according Fiss,en,English,2
e1cfb4f6e6,The rustic Bras-David picnic area example set alongside burbling stream,The picnic area near stream,en,English,2
13b2d2328b,uh well got got power mower 'd probably take lot le time enjoy feel good uh feel lot better power mower pull tractor n't push hard,He would mow entire yard eight minute using power mower,en,English,1
dc5c4be838,um-hum yeah saw first time yesterday evening,I impressed I saw yesterday,en,English,1
0ef9524ce7,Bauerstein '',Alfred Inglethorp,en,English,2
0cc7c4de1b,What lunch,What going eat lunch,en,English,0
840da92d5e,A poll Hong Kong resident find sanguine city 's future,A poll Hong Kong resident find sanguine city 's future,en,English,1
e0bec36772,well meant growing mean like Galveston,You grew Galveston I grew Dallas,en,English,1
fb3122d537,I constituted unable give away money satisfaction I made careful inquiry worthiness cause,I research cause carefully donating money,en,English,0
2eca16560f,know like 'i know feel good 'retype things,You see way whole demeanor changed,en,English,1
bb14b19517,Can I help,I 'm helping,en,English,2
ee4804f903,The traditional opening time many hotel Orthodox Easter although open end April,The hotel n't open Halloween,en,English,1
a080e008b4,medical surgical expense coverage,Medical surgical expense fully covered,en,English,1
2d1499038c,exactly 'm sitting sofa cross-stitching sudden somebody man 's got hand door knob 's like uh like oh n't n't like guess way prevent would pas city ordinance prevent,A man tried enter house could rob,en,English,1
22cbc0822e,"The Chinese calendar used calculate year Japan 's foundation counting back 1,260 year Chinese cosmological cycle",Japan 's foundation determined using Chinese calendar,en,English,0
1bdedd4aad,yeah pay fifteen yeah yes know yeah pay fifteen dollar month sure take long time,When pay 100 month take long time,en,English,2
e33426bedc,Thus net scale benefit initially positive whether adjust wage premium,Initial net scale benefit negative adjusted wage premium,en,English,2
906a6e0a56,Look 've business come asking way,There 's reason asking like,en,English,0
d2c7168834,The expert point age alone determines Chinese antique 's value dynasty past creative ups down,Collectors base price chinese antique age,en,English,2
7d508126f5,Small town like Louisian lay scattered Oil Fields main train line branched,There one town oil field,en,English,2
88e6badfb0,Regulators may totally supportive comprehensive business model concerned information would based lot judgment therefore lack precision could make enforcement reporting standard difficult,Difficulty reporting standard huge obstacle business model,en,English,0
d3494c9134,First get basic right blocking tackling financial reporting,The basic need right first,en,English,0
bd5170cc00,In still faintly Victorian atmosphere Dinard preserved best asset good luxury villa long paved promenade plush hotel elegant boutique discothyques casino park garden Olympic-size public swimming pool,Dinard maintains Victorian sensibility also including luxury element,en,English,0
7fc0868da7,Along step certain practice proved especially important success effort,No practice helpful,en,English,2
e8c24ef38d,But 's SOMETHING,There's absolutely nothing,en,English,2
baf8d9d77e,It's easy overdose many temple palace museum India,You 'll find scarcity palace temple across India,en,English,2
699cda3b5d,Very simply,Not complicatedly,en,English,0
a5051deb4b,yeah favorite team,They favorite team,en,English,0
e0620a1cf3,This historically renowned freshwater lake known Sea Galilee Lake Kinneret meaning harp shape 58 km 36 mile circumference,The Sea of ??Galilee also known as Lake Kinneret hundred year,en,English,1
75d19cb0b4,mean n't know 's something think something need,I think could without would change quality life greatly,en,English,2
aee859bf43,Jon walked back town smithy,Jon continued mountain,en,English,2
a044773c45,The Leland Act 1 simplify household definition,The household definition simplified,en,English,0
47e70f26a2,The data would presented required supplementary stewardship information accompanying consolidated financial statement Federal Government individual report component unit,Individual report focus component unit would n't include data,en,English,0
44e1508411,Initial demand land New Town spectacular fact incentive offered entice buyer,At first demand land New Town high property sold swiftly,en,English,2
090f0faa90,well 're close undefeated undefeated season taste wan na make history n't think 're gon na lack motivation,Unless suffer loss 'll remain motivated,en,English,1
f810ce4215,Thus net scale benefit initially positive whether adjust wage premium,Net scale benefit become negative time,en,English,1
d853d09c6b,It utterly mad,It perfectly normal,en,English,2
947c1b6778,saving finance domestic investment would increase net foreign investment improve current account balance,Saving could increase net foreign investment substantially quickly,en,English,1
188b16bfcc,It long influenced differing trait assimilated various custom practice,Their different trait impact culture,en,English,2
685d9362cc,"But Internet miraculous advertising vehicle Gross able siphon 400 per person total ad spending 1,000 per family -- persuade advertiser spend additional 400 reach customer",Was internet great advertising Gross would pay 400 per person per ad totalling spending 1000 per family persuade adversisers shell extra 400 reach customer,en,English,0
ea1980d04a,The question may need tailored,There question may may need tailored,en,English,0
dd5cf5be4a,read Tom Clancy,He personally liked Tom Clancy,en,English,1
712c13e109,That's The girl looked passed hand across forehead,The girl turned away kept hand still,en,English,2
60a3616f73,Melatonin,It ten gram melatonin,en,English,1
fd6995f7a4,Diets men prime,A diet men made completely meat,en,English,1
07acbc212e,yeah 's matter education think,Yeah education n't matter,en,English,2
20280e311d,Three day went dreary inaction,The day passed slowly,en,English,1
e83a8ebb40,Every August young woman convene light joss stick even climb nine-meter 30-ft rock pray good husband,Women find husband climbing rock praying,en,English,1
9c540a00f9,It still night,The sun n't risen yet moon shining daringly sky,en,English,0
5fb34600a3,For example Ovitz 's five-year deal worth say 100 million compensation committee added front-end grant free Disney share worth say 50 million -- assuming Ovitz finished five-year contract period -- cost Disney would 150 million,The five-year deal worth 100 million,en,English,1
4241535fa7,know keep couple hundred dollar um much charged n't bad 's normal,We money,en,English,0
006bde060b,As long Assad life manage trouble keep agreement Israel,As long Assad n't die hurricane still able take care trouble soldier,en,English,1
f78470a892,Some expert say 's greater chance making catch cooler day spring autumn hour sunset,Experts say never try make catch sunset,en,English,2
e186df7e87,Across river city superb view room contemporary design,It terrible view parking lot,en,English,2
722f180b8d,If beautiful chateau certainly formidable Loire Valley real defensive fortress black rampart still forbidding despite tower decapitated order Henri III,The chateau certainly least formidable Loire Valley,en,English,2
fb11f93c8c,Two aromatic aniseed drink also produced locally,The aniseed drink good smell,en,English,0
ebb9f61ef4,In Japan Mainichi Shimbun criticized new Liberal Democratic Party leader Keizo Obuchi devoid fresh idea reviving Japanese economy,Mainichi Shimbun approved Keizo Obuchi 's effort toward improving economy,en,English,2
c5a14e7487,Sandstone granite material used build Baroque church Bom Jesus famous casket St. Francis Xavier 's relic mausoleum right altar,The Baroque church Bom Jesus famous church made sandstone granite,en,English,0
ba422fd361,TEST ORGANISMS,Trial Living Plants,en,English,1
60b28e56b7,Do n't take heart lad said kindly,He trying console lad,en,English,0
9200bffc21,Summary Deferred Maintenance September 30 199Z Millions Dollars,Deferred Maintenance Millions Dollars September 30 199Z,en,English,0
05a7cfb970,The opportunity,Opportunities important take advantage,en,English,1
7eec599334,uh n't Jane Eyre wrote Jane Eyre,Was Jane Eyre,en,English,0
658d8835d7,I sha n't stop '',I stop,en,English,2
9bb522b7fa,ENVIRONMENTAL PROTECTION AGENCY,Agency responsible protection environment maintaining national park,en,English,1
6ec1777273,These garden used belong governor 's mountain lodge building demolished Japanese occupation Hong Kong,These garden belong governor 's mountain lodge,en,English,2
58f6abe2c3,There nothing done I think unless stared earnestly long dead ash grate,There n't anything left,en,English,0
a4910a7455,They four sentence always insert plagiarized paper throw professor track,If put four sentence paper professor immediately know 's plagiarized,en,English,2
fd829a35fa,I think soon get 'll come,I 'll help get away,en,English,1
5d88ae49e5,In short whole new costing area would need undertaken,In nutshell new costing area would need undertaken,en,English,0
bbbb856251,Melatonin,It contains melatonin,en,English,1
69ea5fdf98,You 'll find gallery major town smaller village,Smaller village also operate gallery found,en,English,0
0cdf9729c4,They found plenty water pouring mountain timber anyone knew,There water found pouring mountain,en,English,2
7c9e190576,On right entrance 16th-century Sandal Bedesten lovely brick vault supported massive stone pillar,We able show entrance Sandal Bedesten construction,en,English,2
c0ca677f33,Progressives last noticing best argument government activism work,Progressives arguing government activism work whatsoever,en,English,2
ee0ae0cb5a,No one bone,Nothing left body,en,English,0
cf9c1da840,While NIPA measure reflects government saving affect national saving available investment unified budget measure common frame reference discussing federal fiscal policy issue,The NIPA measure reliable unified budget measure,en,English,1
cd1325c6c0,My body like crippled rabbit I n't want pet I forget feed time I n't time play get know useless rabbit kept cage would cruel turn loose,I anorexic,en,English,1
0463886779,uh could fill whole bunch uh hole thing used used advertise buying wheat penny um 'd give dollar roll two cent piece basically overpriced,I used try sell wheat penny,en,English,2
0bebb69377,Penrith Blencathra also Celtic name established early period settlement,Penrith Blencathra name go back ancient Rome,en,English,2
fc78995df5,If necessary meeting restriction imposed preceding sentence Administrator shall reduce pro rata basic Phase II allowance allocation unit subject requirement section 414,The administrator shall reduce allowance unit,en,English,0
fbd26839bc,As result service may effective conducted emergency department environment,Their service might effective 're done ED,en,English,0
16778dd22f,evaluation question,There evaluation question topic,en,English,1
fc4c4c50ef,Therefore many leading finance organization calculated compared percentage general indication well supported organization 's business objective,Finance organization calculated data every organization,en,English,1
14f4633e72,Previously request Republican Ranking Minority Member House Committee Government Operations GAO reviewed activity President Clintonas Task Force Health Care Reform provided extensive listing working group participant drawn government outside organization,The GAO reviewed activity President Clinton 's Task Force,en,English,0
df7d813655,She turn worshipped subject living god,As result revered subject living deity one among many,en,English,1
eba73bd7a3,The air warm,The frigid air caught surprise,en,English,2
a2717ae8c8,Among disadvantage degree innovation product differentiation might continue limited,Limited innovation going advantage,en,English,0
2921f15d1a,Treat bill Si,Spend much like bill Si,en,English,1
3708d880f1,think yeah think think 's real important,`` I truly believe 's really important u know '',en,English,1
e0c834869d,An important part U.S. diplomacy getting sovereign state work together voluntarily,It's important state work together,en,English,2
109e732710,CHAPTER 6 HUMAN CAPITAL,Capital money people,en,English,2
5bfb69f35b,The rise British Empire India begun,It started rise German Empire India,en,English,2
a5da185d23,uh guy actually road uh two thousand mile home file uh final exam send,These men filed midterm exam home,en,English,2
7d5ddf5f4a,Sarawak pottery ochre-colored bold geometric design,Sarawak pottery around long time,en,English,1
926329d709,I ordered Better Sexual Techniques Advanced Sexual Techniques Making Sex Fun Advanced Oral Sex Techniques priced 11,The order I made offered free,en,English,0
f979d320c6,Benchmarked U.S,Benchmark America,en,English,0
826e99eeca,The truth,Will tell truth,en,English,1
027926b796,sure well good talk,Let 's talk soon,en,English,1
ddc5c5c93c,like Tech known good engineering school A M maybe known computer,A M 's computer department n't well regarded,en,English,2
a0613df78f,The celebrity-obsessed magazine surpasses post-Oscar issue,The magazine interested celebrity,en,English,2
95c7cec891,Tommy felt ascendancy le sure moment,Tommy getting le certain ascendancy,en,English,0
cbe73b273c,Whether drink beer alcohol trip Dublin n't complete without visit pub n't miss experience,If n't drink n't bother visiting pub London,en,English,2
d247609690,But although 60 Minutes producer played star Pacino grandstand point distraction Bergman 's story n't primal force,The producer played Harrison Ford,en,English,2
f6e41d1022,I never said mandrake-man,I never said implied mandrake,en,English,0
c19680fafc,'s 's everybody's got cold everything's cold one day hot next day,The cold directly related temperature change,en,English,0
2795b33ec0,n't know kind summer 're expecting year imagine 's going hot,I work weather station I know prediction weather summer,en,English,2
12a478c197,The central section Tinos little interest make way hill pretty village Pyrgos famed school marble carving,Not many tourist visit central section Tinos,en,English,1
cabe20cde8,Unless report restricted law regulation auditor ensure copy made available public inspection,This report likely restricted law regulation ensured,en,English,1
741dbae71f,The next year expelled Rand security risk local police caught engaging lewd act public men 's room near Muscle Beach,They expelled Rand commited crime,en,English,0
0a88884390,I watch advertisement Times,I anticipating ad cigar newspaper,en,English,1
49347a3bdc,Unsurprisingly golfing prohibitively expensive,Golf cheap past time lot people,en,English,2
1bd822f1b6,The final reason teen renaissance boomer self-obsession,There 15 key reason teen renaissance seeing,en,English,1
2727ca4d90,uh well figured done garage Toyota dealer would looking probably three four hundred dollar,The cost dealer 's garage twice much I paid,en,English,1
78367023e3,Part 2 Confidentiality Alcohol Drug Abuse Patient Records,Drug alcohol rehab record kept confidential,en,English,0
8ebef1ecc0,Not quite large Papal Crose commemorating Pope John Paul II 's visit 1979 one million people gathered celebrate mass,More million people gathered celebrate mass Pope John Paul II visited 1979,en,English,0
05389d7aae,well 're close undefeated undefeated season taste wan na make history n't think 're gon na lack motivation,They 're close winning season wo n't issue motivation,en,English,0
e0a29d673a,trying keep grass alive summer piece ground big expensive,There cost keeping grass alive summer time,en,English,2
b1d3e0d8fe,They managed control much country nearly century Muslim leader Saladin Salah-ad-Din defeated 1187,They controlled entire country even Saladin failed attack 1187,en,English,2
b5ce227c28,His grandson Akbar chose Agra capital Delhi,The choice Agra Delhi came one better food,en,English,1
3328cdd6d6,The information provided guide current date publication,The information guide up-to-date,en,English,0
485d507d11,If anything ultimate fighting safer le cruel America 's blood sport,Nothing dangerous ultimate fighting,en,English,2
ed81affc50,Jon saw ride smoke,He rode towards Jon smoke,en,English,2
bc499f98e6,someone else noticed said well guess 's true somewhat melodio u word n't know really funny,Someone else paid attention really funny,en,English,0
197669f910,In six-year study scientist fed dog animal irradiated chicken found evidence increased cancer toxic effect,Scientists gave animal irradiated chicken lived long rest,en,English,0
4009ddeb05,When Jesus born 4 b.c Joseph Mary escaped Herod 's paranoia fleeing Egypt new-born infant,Jesus birth dated around 10 B.C,en,English,2
72d1b5ce6c,And could result decline Postal Service volume across -- -- board,Nothing affect Postal Service volume across -- -- board,en,English,2
27dd4fa0c4,Folklore Ibiza,War history Ibiza,en,English,2
489ba2482b,Chatterbox queried Trudeau Dallas Morning News quote,Trudeau queried Chatterbox quote,en,English,0
f8f513200d,There two challenger top dog,These top dog face two tough financial challenge,en,English,1
edbabaa933,ran toward u rather slowly like people finishing run,They ran slowly tired working lot,en,English,1
c461b2cf3c,'ve getting kick lately,I guess n't like,en,English,2
00330cdacf,You 've got key still n't Poirot I asked reached door locked room,I key pocket,en,English,1
b164be9941,Puppet Shows,Productions using puppet,en,English,0
1ff64bec4d,Even today Yanomamo men raid village kill men abduct woman procreative purpose,Yanomamo eats food,en,English,1
aadf35db6b,It housed Martello A series tower 12 40 ft high 2.5 8 ft thick constructed along coast beginning 19th century guard invasion Napoleon,A number tower built guard invasion Napoleon built along coast 19th century,en,English,0
af05290406,um 've visited Wyoming area 'm sure exactly Dances Wolves filmed,I 've visited area spring,en,English,1
cbccef28bf,13 Executive Effectively Implementing Government Performance Results Act GAO/GGD-96-118 June 1996,The executive n't implement government performance result act,en,English,2
19874af5f5,Information Computer Attacks Department Defense Pose Increasing Risks,The computer attack Department Defense powerful handle,en,English,1
0979f1c535,Daniel took upon explain thing,Daniel explained happening,en,English,0
5f00c1e411,The Ile Saint-Louis enchanted self-contained island gracious living long popular affluent gentry celebrity Paris,The Ile Saint-Louis adored poor Paris,en,English,2
844346dd31,Kentucky official say virtual epidemic abusive relationship state,Kentucky marriage tend healthiest,en,English,2
0c3c0175ac,uh take much time away kid,Takes away kid important,en,English,1
e6d717a178,Even 're kind traveler like improvise adventurous n't turn nose tourist office,Tourist officer good place visit even 're adventurous tourist,en,English,0
a5fcf2ec8f,He walked street I followed,I followed walked,en,English,0
cdfcd41797,Steps initiated allow program board membership reflect clienteligible community include representative funding community corporation partner,There n't fair representation board member program,en,English,2
b6e01c1a07,Also Holy Family said sheltered return Egypt,The Holy family spent total three day,en,English,1
5fdb4fdc7f,Complacency came easily couple week without capture,We got complacent getting captured week,en,English,0
eb1b46244d,In sight saw Adrin 's hand cocking back pair dragon-hammered pistol,He spotted Adrin preparing fire pistol,en,English,1
32cb965cb9,There little see ruined Essene monastery Qumran,Most visitor skip city stay night passing,en,English,1
3a8bd57d8a,Enthusiasm Disney 's Broadway production The Lion King dwindles,Audiences The Lion King broadway still turning record number,en,English,2
07bf51cd35,Fixing current level damage would impossible,The damage could never fixed artisan,en,English,1
6f014d5342,Allow time Thirasia explore Santorini 's smaller sibling island,Allow time Thirasia visit famous Guy Fieri restaurant,en,English,2
4bb17fa71d,He forgotten Adrin,He forgotten Adrin going join,en,English,1
4a9ee8775d,The entire city surrounded open countryside scattering small village,The whole countryside scattered small village,en,English,0
52f3522b53,couple year ago thinking moving Massachusetts uh boy 'm glad n't,I never considered moving Massachusetts,en,English,2
d3e001ddaa,That 's guarantee people keep buying ticket long odds favor,People continually purchase ticket long good chance winning,en,English,0
ef4a55111e,You find number Mary 's personal effect display,On display also find John 's personal effect,en,English,1
34e74cb8b4,football powerhouse guess,He 's terrible football,en,English,2
d7b1ea7e56,yeah yeah come positive regardless uh detected uh 'are required to attend uh counseling session,We still three week counseling left even everything seems positive,en,English,1
253441c9c4,yeah mean Escort even head gasket went mean would start first time every time,Once head gasket went Escort stopped working,en,English,2
7c23262fd6,As Jon looked Barnam puffed chest,Barnam puffed chest Jon looked,en,English,0
f6ab4e677c,Possibly strychnine fairly rapid drug action,Strychnine drug work quickly,en,English,0
9bca269edb,The main attraction Kom Ombo vibrant color still found column Hypostyle Hall,The Hypostyle Hall main sight see Kom Ombo featuring striking color preserved chemical agent,en,English,1
4b870bc202,yeah TI people yeah figured 's area know,No I figured area,en,English,2
841cb6237c,Scutari traditionally associated name Florence Nightingale,Scutari linked Florence Nightingale posthumously,en,English,1
