id,premise,hypothesis,lang_abv,language,label
eb04f1a8f0,yeah yeah yeah well way might seem outwardly boy lot going,another layer surface,en,English,0
e7ad6c38fc,situation value mailer improved service would considered along cost work,consideration given cost work case,en,English,2
ca2f6459bd,adequate information judging generalizability,Output information way much generalized,en,English,1
212fc2ad66,political cleansing happen impeachment process leaf Clinton great serious burden,impeachment process involved Clinton husband well,en,English,1
d5249d1219,cant remember eight year remember coming work used live Wylie could see downtown Dallas,two year,en,English,2
a38659ed31,1980s 1990s US able invest saved attracting financing abroad,US could save invested 1980 90,en,English,2
a49ecd3734,Credibility vital factor Jim Lehrer indeed,Everyone would believe whatever Jim Lehrer said,en,English,1
952a08b1f3,someone knew going world,knew person idea going,en,English,2
ef98cc7a44,scorecard included measure accuracy speed timeliness unit cost customer satisfaction employee development satisfaction,Accuracy speed first measurement listed scorecard,en,English,1
dd883e1f46,left entrance ramp open space occupied Temple Athena close remains Pergamene library,remains visible ramp,en,English,2
640c0172a6,keen learn Israeli folk dancing Bicurei Haetim Cellar Heftman Street teach,Bicurei Haetim Cellar place learn Israeli folk dancing,en,English,1
c4e8713899,Sherlock Holmes,Sherlock Holmes,en,English,0
a14e13370f,Though two city remained unlinked rail change quickly,two city railway,en,English,0
39d065817a,Tourist Information office helpful,Tourist Information office never help,en,English,2
101dc2c1bb,detailed implementation plan also necessary address business system process resource issue,Detailed implementation plan necessary address business system process resource,en,English,0
0c338feb50,First injected cannabinoids may mirror effect smoked marijuana,Smoking marijuana get people higher injected cannabinoids,en,English,1
617f1dc5f2,data would presented required supplementary stewardship information accompanying consolidated financial statement Federal Government individual report component unit,data would included individual report concerning constituent unit federal government,en,English,2
8adeb402ee,Boca da Corrida Encumeada moderate 5 hour view Curral da Freiras valley Ribeiro Poco,Views Curral da Freiras valley Ribeiro Poco chapter 5,en,English,1
a7a2a9fc5e,INTEREST RATE price charged per unit money borrowed per year unit time usually expressed percentage,Interest rate range zero fifteen percent,en,English,1
e7bc15b1b9,hilarious get jack right oh funny story,enjoy telling story,en,English,1
f50208a07e,Mr Erlenborn attended undergraduate course University Notre Dame Indiana University University Illinois Loyola University Chicago,Mr Erlenborn attended class least four different university,en,English,0
00ddb7aea4,unlike people fortunate enough able afford attorney go another lawyer client simply lost legal system get access u,client afford attorney bouncing lawyer,en,English,2
b0ee325483,Finally woman opened eye feebly,opened eye,en,English,0
a5484dd197,finest huge conicalroofed TombPillar Absalom King David son,TombPillar Absalom large coneshaped roof,en,English,0
0393073e4a,Unless mention Ritz accidental remark,mentioning Ritz accidental,en,English,0
09b8ecb23f,four sentence always insert plagiarized paper throw professor track,four sentence force professor skim paragraph inadvertently skip plagiarized information,en,English,1
0477c22e6d,man claim robbed en route stranded without money plane ticket airport somewhere Europe Middle East,claimed robbed way money plane ticket,en,English,0
3074381515,planned 1820s symbol Scottish national pride designed miniParthenon deference neoclassical style popular time,designed smaller version Parthenon,en,English,0
489847e94d,Although claim data provide accurate information health care use ensuring adequate followup purpose obtaining information patient selfreport important many people report alcoholrelated event insurance companies,Alcohol related event contribute disease often unreported patient insurance company,en,English,0
a235cb04e1,Could please speak issue regard social ramification gum chewing public,nt opinion gum chewing public see,en,English,2
772391afdf,H2A worker must depart country subject deportation failing,H2A worker committed crime,en,English,1
e90c9dda0f,researcher found expected stress like loss check mail illness loved one,stress affected people researcher expected,en,English,0
8c3a69f486,walk,stay,en,English,2
836766ea05,28 sta tues representing king Judah Israel remodeled drawing ViolletleDuc original one pulled Revolution since thought king France,people pulled statue executed,en,English,1
648feccb3d,Cadaan closed door behind retied,Cadaan closed door entered bound shut rope,en,English,0
b23bdc1a30,Small town like Louisian lay scattered Oil Fields main train line branched,main train line went small town,en,English,0
b5ca4c01f3,think people um um lower income automatically equate lower education,think higher income equal lower education,en,English,2
44bad2a664,good cheer,good cheer beer time near,en,English,1
5594f92e61,reviewing history important make crucial distinction,point analyzing past,en,English,2
970707c7f5,Black River 71 km 44 mile longest Jamaica arterial route used transport rum lumber inland plantation,Black River received name water stream actually black,en,English,1
3fa01b03f8,town five thousand one uh local FM station news fed CNN uh uh,town radio station never relied national news source,en,English,2
0bc8210460,certain category control activity common agency,Control activity safe business practice universally common across agency,en,English,1
d37166ccce,100 judge lawyer dignitary present gathering,two people showed gathering,en,English,2
1575809c3c,forgotten Adrin,remembered Adrin time,en,English,2
db6d9923f3,word paper exhibited alltootypical journalistic tic exposing potential conflict interest involving politician ignoring involving journalist,paper show journalist exposing potential conflict interest around politician never exposing journalist,en,English,0
1e9caaf93c,final reason teen renaissance boomer selfobsession,Boomer selfobsession one reason teen renaissance,en,English,0
9d597f75c9,death Columbus 1505 Jamaica became property son Diego dispatched Juan de Esquivel island Governor,Jamaica inherited Columbus son Diego,en,English,0
56d48aa27a,wo nt killing George Clooney character ER like Jimmy Smits NYPD Instead Dr Doug Ross forced next two episode maverick heartthrob give unauthorized painkiller terminally ill boy Thursday 10 pm,George Clooney lose job producer nt think act,en,English,2
fd0d3579c4,120 think ought go police,go police,en,English,0
e21db52eb1,yeah thing think would snap know,would survive easily,en,English,2
f9f20650aa,taken number step empower invest employee,step taken put program employee place,en,English,0
85cc0bfc3d,case speech Fiss appears believe reason American public le enlightened would wish concerning matter feminism right homosexual regulation industry people denied access opinion information would enlighten,People America well informed controversial topic according Fiss,en,English,2
e1cfb4f6e6,rustic BrasDavid picnic area example set alongside burbling stream,picnic area near stream,en,English,2
13b2d2328b,uh well got got power mower probably take lot le time enjoy feel good uh feel lot better power mower pull tractor nt push hard,would mow entire yard eight minute using power mower,en,English,1
dc5c4be838,umhum yeah saw first time yesterday evening,impressed saw yesterday,en,English,1
0ef9524ce7,Bauerstein,Alfred Inglethorp,en,English,2
0cc7c4de1b,lunch,going eat lunch,en,English,0
840da92d5e,poll Hong Kong resident find sanguine city future,poll Hong Kong resident find sanguine city future,en,English,1
e0bec36772,well meant growing mean like Galveston,grew Galveston grew Dallas,en,English,1
fb3122d537,constituted unable give away money satisfaction made careful inquiry worthiness cause,research cause carefully donating money,en,English,0
2eca16560f,know like know feel good retype things,see way whole demeanor changed,en,English,1
bb14b19517,help,helping,en,English,2
ee4804f903,traditional opening time many hotel Orthodox Easter although open end April,hotel nt open Halloween,en,English,1
a080e008b4,medical surgical expense coverage,Medical surgical expense fully covered,en,English,1
2d1499038c,exactly sitting sofa crossstitching sudden somebody man got hand door knob like uh like oh nt nt like guess way prevent would pas city ordinance prevent,man tried enter house could rob,en,English,1
22cbc0822e,Chinese calendar used calculate year Japan foundation counting back 1260 year Chinese cosmological cycle,Japan foundation determined using Chinese calendar,en,English,0
1bdedd4aad,yeah pay fifteen yeah yes know yeah pay fifteen dollar month sure take long time,pay 100 month take long time,en,English,2
e33426bedc,Thus net scale benefit initially positive whether adjust wage premium,Initial net scale benefit negative adjusted wage premium,en,English,2
906a6e0a56,Look business come asking way,reason asking like,en,English,0
d2c7168834,expert point age alone determines Chinese antique value dynasty past creative ups,Collectors base price chinese antique age,en,English,2
7d508126f5,Small town like Louisian lay scattered Oil Fields main train line branched,one town oil field,en,English,2
88e6badfb0,Regulators may totally supportive comprehensive business model concerned information would based lot judgment therefore lack precision could make enforcement reporting standard difficult,Difficulty reporting standard huge obstacle business model,en,English,0
d3494c9134,First get basic right blocking tackling financial reporting,basic need right first,en,English,0
bd5170cc00,still faintly Victorian atmosphere Dinard preserved best asset good luxury villa long paved promenade plush hotel elegant boutique discothyques casino park garden Olympicsize public swimming pool,Dinard maintains Victorian sensibility also including luxury element,en,English,0
7fc0868da7,Along step certain practice proved especially important success effort,practice helpful,en,English,2
e8c24ef38d,SOMETHING,Theres absolutely nothing,en,English,2
baf8d9d77e,easy overdose many temple palace museum India,find scarcity palace temple across India,en,English,2
699cda3b5d,simply,complicatedly,en,English,0
a5051deb4b,yeah favorite team,favorite team,en,English,0
e0620a1cf3,historically renowned freshwater lake known Sea Galilee Lake Kinneret meaning harp shape 58 km 36 mile circumference,Sea Galilee also known Lake Kinneret hundred year,en,English,1
75d19cb0b4,mean nt know something think something need,think could without would change quality life greatly,en,English,2
aee859bf43,Jon walked back town smithy,Jon continued mountain,en,English,2
a044773c45,Leland Act 1 simplify household definition,household definition simplified,en,English,0
47e70f26a2,data would presented required supplementary stewardship information accompanying consolidated financial statement Federal Government individual report component unit,Individual report focus component unit would nt include data,en,English,0
44e1508411,Initial demand land New Town spectacular fact incentive offered entice buyer,first demand land New Town high property sold swiftly,en,English,2
090f0faa90,well close undefeated undefeated season taste wan na make history nt think gon na lack motivation,Unless suffer loss remain motivated,en,English,1
f810ce4215,Thus net scale benefit initially positive whether adjust wage premium,Net scale benefit become negative time,en,English,1
d853d09c6b,utterly mad,perfectly normal,en,English,2
947c1b6778,saving finance domestic investment would increase net foreign investment improve current account balance,Saving could increase net foreign investment substantially quickly,en,English,1
188b16bfcc,long influenced differing trait assimilated various custom practice,different trait impact culture,en,English,2
685d9362cc,Internet miraculous advertising vehicle Gross able siphon 400 per person total ad spending 1000 per family persuade advertiser spend additional 400 reach customer,internet great advertising Gross would pay 400 per person per ad totalling spending 1000 per family persuade adversisers shell extra 400 reach customer,en,English,0
ea1980d04a,question may need tailored,question may may need tailored,en,English,0
dd5cf5be4a,read Tom Clancy,personally liked Tom Clancy,en,English,1
712c13e109,Thats girl looked passed hand across forehead,girl turned away kept hand still,en,English,2
60a3616f73,Melatonin,ten gram melatonin,en,English,1
fd6995f7a4,Diets men prime,diet men made completely meat,en,English,1
07acbc212e,yeah matter education think,Yeah education nt matter,en,English,2
20280e311d,Three day went dreary inaction,day passed slowly,en,English,1
e83a8ebb40,Every August young woman convene light joss stick even climb ninemeter 30ft rock pray good husband,Women find husband climbing rock praying,en,English,1
9c540a00f9,still night,sun nt risen yet moon shining daringly sky,en,English,0
5fb34600a3,example Ovitz fiveyear deal worth say 100 million compensation committee added frontend grant free Disney share worth say 50 million assuming Ovitz finished fiveyear contract period cost Disney would 150 million,fiveyear deal worth 100 million,en,English,1
4241535fa7,know keep couple hundred dollar um much charged nt bad normal,money,en,English,0
006bde060b,long Assad life manage trouble keep agreement Israel,long Assad nt die hurricane still able take care trouble soldier,en,English,1
f78470a892,expert say greater chance making catch cooler day spring autumn hour sunset,Experts say never try make catch sunset,en,English,2
e186df7e87,Across river city superb view room contemporary design,terrible view parking lot,en,English,2
722f180b8d,beautiful chateau certainly formidable Loire Valley real defensive fortress black rampart still forbidding despite tower decapitated order Henri III,chateau certainly least formidable Loire Valley,en,English,2
fb11f93c8c,Two aromatic aniseed drink also produced locally,aniseed drink good smell,en,English,0
ebb9f61ef4,Japan Mainichi Shimbun criticized new Liberal Democratic Party leader Keizo Obuchi devoid fresh idea reviving Japanese economy,Mainichi Shimbun approved Keizo Obuchi effort toward improving economy,en,English,2
c5a14e7487,Sandstone granite material used build Baroque church Bom Jesus famous casket St Francis Xavier relic mausoleum right altar,Baroque church Bom Jesus famous church made sandstone granite,en,English,0
ba422fd361,TEST ORGANISMS,Trial Living Plants,en,English,1
60b28e56b7,nt take heart lad said kindly,trying console lad,en,English,0
9200bffc21,Summary Deferred Maintenance September 30 199Z Millions Dollars,Deferred Maintenance Millions Dollars September 30 199Z,en,English,0
05a7cfb970,opportunity,Opportunities important take advantage,en,English,1
7eec599334,uh nt Jane Eyre wrote Jane Eyre,Jane Eyre,en,English,0
658d8835d7,sha nt stop,stop,en,English,2
9bb522b7fa,ENVIRONMENTAL PROTECTION AGENCY,Agency responsible protection environment maintaining national park,en,English,1
6ec1777273,garden used belong governor mountain lodge building demolished Japanese occupation Hong Kong,garden belong governor mountain lodge,en,English,2
58f6abe2c3,nothing done think unless stared earnestly long dead ash grate,nt anything left,en,English,0
a4910a7455,four sentence always insert plagiarized paper throw professor track,put four sentence paper professor immediately know plagiarized,en,English,2
fd829a35fa,think soon get come,help get away,en,English,1
5d88ae49e5,short whole new costing area would need undertaken,nutshell new costing area would need undertaken,en,English,0
bbbb856251,Melatonin,contains melatonin,en,English,1
69ea5fdf98,find gallery major town smaller village,Smaller village also operate gallery found,en,English,0
0cdf9729c4,found plenty water pouring mountain timber anyone knew,water found pouring mountain,en,English,2
7c9e190576,right entrance 16thcentury Sandal Bedesten lovely brick vault supported massive stone pillar,able show entrance Sandal Bedesten construction,en,English,2
c0ca677f33,Progressives last noticing best argument government activism work,Progressives arguing government activism work whatsoever,en,English,2
ee0ae0cb5a,one bone,Nothing left body,en,English,0
cf9c1da840,NIPA measure reflects government saving affect national saving available investment unified budget measure common frame reference discussing federal fiscal policy issue,NIPA measure reliable unified budget measure,en,English,1
cd1325c6c0,body like crippled rabbit nt want pet forget feed time nt time play get know useless rabbit kept cage would cruel turn loose,anorexic,en,English,1
0463886779,uh could fill whole bunch uh hole thing used used advertise buying wheat penny um give dollar roll two cent piece basically overpriced,used try sell wheat penny,en,English,2
0bebb69377,Penrith Blencathra also Celtic name established early period settlement,Penrith Blencathra name go back ancient Rome,en,English,2
fc78995df5,necessary meeting restriction imposed preceding sentence Administrator shall reduce pro rata basic Phase II allowance allocation unit subject requirement section 414,administrator shall reduce allowance unit,en,English,0
fbd26839bc,result service may effective conducted emergency department environment,service might effective done ED,en,English,0
16778dd22f,evaluation question,evaluation question topic,en,English,1
fc4c4c50ef,Therefore many leading finance organization calculated compared percentage general indication well supported organization business objective,Finance organization calculated data every organization,en,English,1
14f4633e72,Previously request Republican Ranking Minority Member House Committee Government Operations GAO reviewed activity President Clintonas Task Force Health Care Reform provided extensive listing working group participant drawn government outside organization,GAO reviewed activity President Clinton Task Force,en,English,0
df7d813655,turn worshipped subject living god,result revered subject living deity one among many,en,English,1
eba73bd7a3,air warm,frigid air caught surprise,en,English,2
a2717ae8c8,Among disadvantage degree innovation product differentiation might continue limited,Limited innovation going advantage,en,English,0
2921f15d1a,Treat bill Si,Spend much like bill Si,en,English,1
3708d880f1,think yeah think think real important,truly believe really important u know,en,English,1
e0c834869d,important part US diplomacy getting sovereign state work together voluntarily,important state work together,en,English,2
109e732710,CHAPTER 6 HUMAN CAPITAL,Capital money people,en,English,2
5bfb69f35b,rise British Empire India begun,started rise German Empire India,en,English,2
a5da185d23,uh guy actually road uh two thousand mile home file uh final exam send,men filed midterm exam home,en,English,2
7d5ddf5f4a,Sarawak pottery ochrecolored bold geometric design,Sarawak pottery around long time,en,English,1
926329d709,ordered Better Sexual Techniques Advanced Sexual Techniques Making Sex Fun Advanced Oral Sex Techniques priced 11,order made offered free,en,English,0
f979d320c6,Benchmarked US,Benchmark America,en,English,0
826e99eeca,truth,tell truth,en,English,1
027926b796,sure well good talk,Let talk soon,en,English,1
ddc5c5c93c,like Tech known good engineering school maybe known computer,computer department nt well regarded,en,English,2
a0613df78f,celebrityobsessed magazine surpasses postOscar issue,magazine interested celebrity,en,English,2
95c7cec891,Tommy felt ascendancy le sure moment,Tommy getting le certain ascendancy,en,English,0
cbe73b273c,Whether drink beer alcohol trip Dublin nt complete without visit pub nt miss experience,nt drink nt bother visiting pub London,en,English,2
d247609690,although 60 Minutes producer played star Pacino grandstand point distraction Bergman story nt primal force,producer played Harrison Ford,en,English,2
f6e41d1022,never said mandrakeman,never said implied mandrake,en,English,0
c19680fafc,everybodys got cold everythings cold one day hot next day,cold directly related temperature change,en,English,0
2795b33ec0,nt know kind summer expecting year imagine going hot,work weather station know prediction weather summer,en,English,2
12a478c197,central section Tinos little interest make way hill pretty village Pyrgos famed school marble carving,many tourist visit central section Tinos,en,English,1
cabe20cde8,Unless report restricted law regulation auditor ensure copy made available public inspection,report likely restricted law regulation ensured,en,English,1
741dbae71f,next year expelled Rand security risk local police caught engaging lewd act public men room near Muscle Beach,expelled Rand commited crime,en,English,0
0a88884390,watch advertisement Times,anticipating ad cigar newspaper,en,English,1
49347a3bdc,Unsurprisingly golfing prohibitively expensive,Golf cheap past time lot people,en,English,2
1bd822f1b6,final reason teen renaissance boomer selfobsession,15 key reason teen renaissance seeing,en,English,1
2727ca4d90,uh well figured done garage Toyota dealer would looking probably three four hundred dollar,cost dealer garage twice much paid,en,English,1
78367023e3,Part 2 Confidentiality Alcohol Drug Abuse Patient Records,Drug alcohol rehab record kept confidential,en,English,0
8ebef1ecc0,quite large Papal Crose commemorating Pope John Paul II visit 1979 one million people gathered celebrate mass,million people gathered celebrate mass Pope John Paul II visited 1979,en,English,0
05389d7aae,well close undefeated undefeated season taste wan na make history nt think gon na lack motivation,close winning season wo nt issue motivation,en,English,0
e0a29d673a,trying keep grass alive summer piece ground big expensive,cost keeping grass alive summer time,en,English,2
b1d3e0d8fe,managed control much country nearly century Muslim leader Saladin SalahadDin defeated 1187,controlled entire country even Saladin failed attack 1187,en,English,2
b5ce227c28,grandson Akbar chose Agra capital Delhi,choice Agra Delhi came one better food,en,English,1
3328cdd6d6,information provided guide current date publication,information guide uptodate,en,English,0
485d507d11,anything ultimate fighting safer le cruel America blood sport,Nothing dangerous ultimate fighting,en,English,2
ed81affc50,Jon saw ride smoke,rode towards Jon smoke,en,English,2
bc499f98e6,someone else noticed said well guess true somewhat melodio u word nt know really funny,Someone else paid attention really funny,en,English,0
197669f910,sixyear study scientist fed dog animal irradiated chicken found evidence increased cancer toxic effect,Scientists gave animal irradiated chicken lived long rest,en,English,0
4009ddeb05,Jesus born 4 bc Joseph Mary escaped Herod paranoia fleeing Egypt newborn infant,Jesus birth dated around 10 BC,en,English,2
72d1b5ce6c,could result decline Postal Service volume across board,Nothing affect Postal Service volume across board,en,English,2
27dd4fa0c4,Folklore Ibiza,War history Ibiza,en,English,2
489ba2482b,Chatterbox queried Trudeau Dallas Morning News quote,Trudeau queried Chatterbox quote,en,English,0
f8f513200d,two challenger top dog,top dog face two tough financial challenge,en,English,1
edbabaa933,ran toward u rather slowly like people finishing run,ran slowly tired working lot,en,English,1
c461b2cf3c,getting kick lately,guess nt like,en,English,2
00330cdacf,got key still nt Poirot asked reached door locked room,key pocket,en,English,1
b164be9941,Puppet Shows,Productions using puppet,en,English,0
1ff64bec4d,Even today Yanomamo men raid village kill men abduct woman procreative purpose,Yanomamo eats food,en,English,1
aadf35db6b,housed Martello series tower 12 40 ft high 25 8 ft thick constructed along coast beginning 19th century guard invasion Napoleon,number tower built guard invasion Napoleon built along coast 19th century,en,English,0
af05290406,um visited Wyoming area sure exactly Dances Wolves filmed,visited area spring,en,English,1
cbccef28bf,13 Executive Effectively Implementing Government Performance Results Act GAOGGD96118 June 1996,executive nt implement government performance result act,en,English,2
19874af5f5,Information Computer Attacks Department Defense Pose Increasing Risks,computer attack Department Defense powerful handle,en,English,1
0979f1c535,Daniel took upon explain thing,Daniel explained happening,en,English,0
5f00c1e411,Ile SaintLouis enchanted selfcontained island gracious living long popular affluent gentry celebrity Paris,Ile SaintLouis adored poor Paris,en,English,2
844346dd31,Kentucky official say virtual epidemic abusive relationship state,Kentucky marriage tend healthiest,en,English,2
0c3c0175ac,uh take much time away kid,Takes away kid important,en,English,1
e6d717a178,Even kind traveler like improvise adventurous nt turn nose tourist office,Tourist officer good place visit even adventurous tourist,en,English,0
a5fcf2ec8f,walked street followed,followed walked,en,English,0
cdfcd41797,Steps initiated allow program board membership reflect clienteligible community include representative funding community corporation partner,nt fair representation board member program,en,English,2
b6e01c1a07,Also Holy Family said sheltered return Egypt,Holy family spent total three day,en,English,1
5fdb4fdc7f,Complacency came easily couple week without capture,got complacent getting captured week,en,English,0
eb1b46244d,sight saw Adrin hand cocking back pair dragonhammered pistol,spotted Adrin preparing fire pistol,en,English,1
32cb965cb9,little see ruined Essene monastery Qumran,visitor skip city stay night passing,en,English,1
3a8bd57d8a,Enthusiasm Disney Broadway production Lion King dwindles,Audiences Lion King broadway still turning record number,en,English,2
07bf51cd35,Fixing current level damage would impossible,damage could never fixed artisan,en,English,1
6f014d5342,Allow time Thirasia explore Santorini smaller sibling island,Allow time Thirasia visit famous Guy Fieri restaurant,en,English,2
4bb17fa71d,forgotten Adrin,forgotten Adrin going join,en,English,1
4a9ee8775d,entire city surrounded open countryside scattering small village,whole countryside scattered small village,en,English,0
52f3522b53,couple year ago thinking moving Massachusetts uh boy glad nt,never considered moving Massachusetts,en,English,2
d3e001ddaa,guarantee people keep buying ticket long odds favor,People continually purchase ticket long good chance winning,en,English,0
ef4a55111e,find number Mary personal effect display,display also find John personal effect,en,English,1
34e74cb8b4,football powerhouse guess,terrible football,en,English,2
d7b1ea7e56,yeah yeah come positive regardless uh detected uh required attend uh counseling session,still three week counseling left even everything seems positive,en,English,1
253441c9c4,yeah mean Escort even head gasket went mean would start first time every time,head gasket went Escort stopped working,en,English,2
7c23262fd6,Jon looked Barnam puffed chest,Barnam puffed chest Jon looked,en,English,0
f6ab4e677c,Possibly strychnine fairly rapid drug action,Strychnine drug work quickly,en,English,0
9bca269edb,main attraction Kom Ombo vibrant color still found column Hypostyle Hall,Hypostyle Hall main sight see Kom Ombo featuring striking color preserved chemical agent,en,English,1
4b870bc202,yeah TI people yeah figured area know,figured area,en,English,2
841cb6237c,Scutari traditionally associated name Florence Nightingale,Scutari linked Florence Nightingale posthumously,en,English,1
19aa7f50e4,Castlerigg near Keswick best example,best example would Castlerigg near Keswick,en,English,0
89d11334a3,idea Clinton approval represents something new immoral country historically shortsighted,shortsighted think Clinton approval rating sign nation immorality,en,English,0
87fe8884c3,recent attraction pyramid complex small museum housing remains solar barque cedar longboat found 1954,huge museum house 100 longboat discovered 1888,en,English,2
edd5c1681a,uh daughter get irate know teenager,daughter teenager get mad whenever,en,English,0
ed44c37b04,Thats girl looked passed hand across forehead,girl touched forehead,en,English,0
4cccae2080,Citing conservative critic Brown v,Liberal journalist also wrote case,en,English,1
0922ae6fe5,SaintPauldeVence,SaintPauldeVence commune ProvenceAlpesCtedAzur region department AlpesMaritimes district Grasse canton CagnessurMerOuest,en,English,1
ad5afb493a,Weicker yet declare intention,Weicker already declared intention staff,en,English,2
fdb4baaf42,yeah uh small kid,matter child involved,en,English,2
650d73b096,ball sort hit Buckner Buckner,ball hit Buckner caught,en,English,1
892088d99e,ideological freemarketeers like theory like Smith Wright intellectually jarring,belong ideology freemarketeers theory presented Smith Wright shock since think differently,en,English,1
a1306d7f60,Regulators may totally supportive comprehensive business model concerned information would based lot judgment therefore lack precision could make enforcement reporting standard difficult,totally supportive comprehensive business model something regulator may,en,English,0
4fc0edff09,result comment received changes proposed rule published comment March 2000,proposed rule changed AMS saw comment,en,English,0
a91386062c,one planting side Stark neck,Stark neck hit twice,en,English,0
2238579738,always knew outside chance,never assured happening time knew full well,en,English,0
