id,premise,hypothesis,lang_abv,language,label
2fa7d36591,"First Wives Club, a revenge comedy about three jilted wives, won more in its opening weekend than any other women's film in history",Actors acting contributed more than the plot of the film sales record First Wives Club,el,Greek,1
ee747eb8ca,"In fact, the Oxford Dictionary word quark as a verb means pessimism, 19th century references refer to frogs and crows, the Mourning King",Most people know the origin of the word quark and that it refers to the noise made by a frog,ar,Arabic,1
ab87e8abac,um think newspaper Colorado Springs covers local interests,Believe local newspapers interested citizens say,de,German,1
c776773683,"We are so used to hearing American companies complain about foreign competition, the accusations that Kodak makes of their defeat are perceived as just another whine",American companies meet foreign competition,ru,Russian,0
b645ab43a4,"Dubai is a modern city with easy access to major airports, travel agencies, hotels and Western business establishments, making it an ideal stopover.",Dubai is the first choice as a transit point.,zh,Chinese,1
7df831c8e2,we aim,We will fall very close to the target,el,Greek,2
162467ddeb,"To be sure, the FDNY is not responsible for managing the City's response to the emergency, as the Mayor's directive required.",Management of the City's response was handled by an organization other than the FDNY.,vi,Vietnamese,0
6595e3320d,While numbers are impressive scholarships are often important recruitment of top students financial needs,We do not give scholarships or financial aid to students,el,Greek,2
b332076fc2,"Of course, it's a pretty radical idea to postulate quantum indeterminacy in the law, but it doesn't seem impossible.",Some people who believe there is quantum uncertainty in the law may be radical.,zh,Chinese,1
d68455eccf,"This week's inspiration presents Ken Starr's report on the great star love affair, which will include romance in the presidential limo, the Oval Office and even the liner beddom!",The questioner knew about the White House,ur,Urdu,0
34cd54592e,When sand forms The sand enters into a stable corner. then expands to the edge of the table,Sand is scooped up by bulldozers.,th,Thai,1
a9ee3935c9,Built 688-691 AD it is decorated with thousands of exquisite mainly blue yellow Persian ceramic tiles Quranic scriptures on the roofs,The walls have 100000 tiles on them,el,Greek,1
fc11d4b8cb,Ogle said a voice cold sharp as steel your station is gun deck,Ogle is always a gun station,el,Greek,1
9f89cd56c7,"Relajo can also describe a joking relationship, a mysterious back-and-forth that with laughter relieves the tension and erases the cause of the momentary tension.",Relajo jokes about the economy.,bg,Bulgarian,1
ee546513c1,well damn! Maybe you will explain yourself? Where has Waverstone gone?,I want you to explain yourself! I know you know where Wolverstone is.,hi,Hindi,1
ba01e23d88,"As a proud Scandinavian, I feel that the main reason for this is the lack of linguistic ambition found in the home states.",Regional language is possible due to the lack of desire for language.,sw,Swahili,0
bf6fb470ee,"Linguists who write books seem to impose a point of view that is sometimes, to put it mildly, incomprehensible",Most linguists write books promoting the opinions of others,ru,Russian,2
2c9359d401,It wouldn't explode without a detonator,The trigger causes exposure,fr,French,0
cfcc3db071,Wander the floors talk to the actors playing the roles of seafarers,Actors are paid ten dollars a day pretending to be pilgrims,el,Greek,1
1e0cc288b1,"However, they lived in a little town outside of Augusta called Evans, which is still where many of my relatives still live.",They have twenty family members living in Evans.,zh,Chinese,1
9deab91b98,The detainee dates the meeting with Slahi to October 1999,The meeting took place in December 1998,ru,Russian,2
8d7f3793e5,"They said they were taken to prison, Jeremy said quietly",Jeremy Ick is a seaman.,ur,Urdu,1
6960d6ed8a,"This thing cannot be said for the New York Times. In its op-ed on the cocaine controversy, the Times advised Bush to be honest and to help the country recover.",The Times said Bush should just lie to everyone.,hi,Hindi,2
9752c3f911,Time spent together between parents and children is the first step in implementing the ideas and practices I discuss in this book.,"In this book, I will cover topics that parents and their children can work on while spending time together.",vi,Vietnamese,0
8d360ce050,Aviation Progress Is Being Made but Long-Term Caution is Required,Budgets must be increased overall for optimal results,el,Greek,1
12d5e4b5de,He told me exactly what he needed today,He said I could submit anytime,el,Greek,2
5bb743d827,Museums were not established on lists or labels,The museum does not like to be written.,sw,Swahili,1
1b1f7455ef,"Nearly 100,000 people come here every day to admire the dazzling architecture and explore the latest attractions of this ever-changing city.",There is no developed tourism industry in this city.,zh,Chinese,2
0fba15690f,Two types of evolutionary advantages to average appearance,What's useful is that you look normal because people leave you alone,ar,Arabic,1
58c7e2433e,She already said she should worry about it,She just said assume school will go well,de,German,1
21429b747f,Still others will simply marvel at the use of language and ask where the analytical side ends and the emotional side begins.,It can be difficult to decide exactly where emotional appeals begin,fr,French,0
f5ff8d63ad,"As she grows older, she admits that it was a mistake, but she has changed her behavior",Never admit it was a mistake,ar,Arabic,0
8b0d14218c,Title V: The process of requesting permission must be open for public criticism.,Public comment must be allowed.,th,Thai,0
3ec78b9eee,"So I didn't finish college, but I never read any of the books I should have.",I dropped out of college in 2002.,bg,Bulgarian,1
a54d80a4c9,intuitively It seems impossible that a complex planet without life could have formed on its own since the Big Bang.,It seemed that the lifeless things were not here by chance.,th,Thai,0
fd8b08abec,"On August 25, the opening of the Atlantic City Democratic Convention, N. Johnson, 56, threatened to withdraw from the presidential race in three recorded conversations.",Johnson felt a lack of support,el,Greek,1
aea519b02b,I suddenly commented on Mary Royal....,I came through the Royal Mary.,vi,Vietnamese,0
04c794b893,An anguished tender Rockefeller busied himself while the avenging angel Tarbell began tearing his flesh from McClure's Journal,Rockefeller gives,ar,Arabic,0
107e6cdc0b,"1,400 years before construction Palazzo Estei Milreu also large country house of an eminent person",Milreu 10 miles all,fr,French,1
43f0d888bd,One difference is that other groups have to do this because in order to function they must either give new meanings to existing words and phrases or invent new words and phrases.,Some groups have to make up new words to reflect the changing times.,bg,Bulgarian,1
68c98548f9,"New Brunswick, which was part of Nova Scotia on the narrow Chignecto Isthmus, became a separate province in 1784 at the request of 14,000 Loyalist refugees.",New Brunswick was a province in 1784,tr,Turkish,0
c34e3c518b,I think we will be at the same level as them in terms of salary and reputation in the long run.,Ultimately we must be able to offer similar salary options,tr,Turkish,0
114a0981ad,"My dream is to see every American become part of the Olympic family, so please do whatever it takes.",I believe all Americans are natural athletes.,zh,Chinese,1
ec3331392d,Population growth is like pollution in reverse.,Population growth is the opposite of pollution.,hi,Hindi,0
a5143d6482,"The reforms that have been adopted so far have profound effects on what government does, how it is organized, and how it delivers its services to the country and its citizens.",The reforms have no effect on the government.,ur,Urdu,2
f0c6c36fcc,The information security team conducts eight to 12 sessions per month.,The security team conducts many courses a year.,vi,Vietnamese,0
751ad9a0f0,These solutions will need to address both the types of interventions that address the specific problems of each ED and medical center and the patient.,There are a variety of interventions that may be tailored to each ED.,hi,Hindi,0
03c7c4e5b1,"I was ordered to Del Rio, and when I got there I found out I was going to Laughlin Air Force Base.","The Air Force sent me to Del Rio, Texas in 2001.",ur,Urdu,1
f7e39a37aa,yes i will try to go and see,There's no way I'm leaving!,hi,Hindi,2
d7b120439c,"In 1998, Clarke chaired an exercise designed to highlight the inaccuracy of the solution.",Clarke wants to show everyone that immigration policy is failing.,vi,Vietnamese,1
a233096c29,"Unfortunately, Americans' perception of the importance of philanthropy is divided",Americans don't think Americans should donate money,de,German,0
3129b1ebce,He turned to pray to the god Julian.,Lord Julian was nowhere to be seen.,sw,Swahili,2
79cf105ac2,"And a few miles to the side, beyond them, came hurrying great white ships",Each ship has two hundred passengers,ar,Arabic,1
2a1d1ecdb0,Okay can you hear me,I know you can hear me,es,Spanish,2
e7fb6148c9,"But I know that in some, that in many rural areas, they are not so good.",They are not very good in agricultural areas.,bg,Bulgarian,0
3a74303793,The Friends operates on two levels Citywide and Branches and you can activate your identity on one or both levels.,The level of friends depends on the amount of your donation.,zh,Chinese,1
74465b80fd,"DBA, a charitable, volunteer, and non-profit organization, provides self-employment information and business assistance to people with disabilities, and to professionals in the field of vocational rehabilitation and career and business consulting.",Volunteers work,ar,Arabic,0
7d8dc50997,The simplicity of Sant Pau's Romanesque style is a welcome change from the extravagance of Barcelona's modernism and the sophistication of Gothic architecture.,Sant Pao has many churches.,th,Thai,1
3aeca69a58,Greenlee County Arizona Public Library Illustrates Problem Money Technology Rural Institutions,Greenlee County Multiple Public Libraries,es,Spanish,1
2b2680786a,I won't doubt it. His lordship's tone did not diminish the roughness of his character.,"Because I neglected my duty, he lost his temper.",zh,Chinese,1
e0a9ba1bc3,The linguist who writes books seems invariably to be a scholar who proclaims his own points of view which are at least hidden.,Linguistics writing books almost forms academics to promote their own scholarships,es,Spanish,0
cdc6b7dc73,"So that's how I, um, stay within the belt.",I was fired just like that.,ur,Urdu,2
76cf5310b1,He was still in there.,He was gone without a sign.,sw,Swahili,2
6f7205862a,Satisfaction from what I heard,From what I've seen It seems likely that it will be a success.,th,Thai,0
24e9a5e06d,"The truth is, I have older singers, older singers, older sisters, singers",My sisters are much older than me,ar,Arabic,1
c0e0444903,And may He interrupted indifferently Blood,But can it be done?¡¨ asked Blood politely,el,Greek,2
9a88f7c844,"For late dispatch, please see FDNY records, Computer Assisted Dispatch Report, Alert Box 8087, 11 2001, 09 03 00-09 10 02",Computer-aided dispatch systems were in place in New York in 2008,ar,Arabic,2
8232253cb8,"This year's alumni luncheon was held in Nashville, Tennessee, on October 23, 1991, during the AMRA Annual Meeting.",AMRA Annual Meeting takes place annually in Nashville,tr,Turkish,1
07879d199e,LSC-funded lawyers required to monitor their clients' movements to drop cases whenever their foreign clients leave the United States,Some lawyers paid LSC,fr,French,0
88d61a7839,"Not only lawyers, but also police officers and judges and all legal professionals in general.",A big part of the legal system has a lot to do with being a cop.,th,Thai,1
a967464d31,"In addition, program staff conduct various seminars and prepare educational materials for new suppliers",Program staff cut back on seminars last year,ru,Russian,2
0554d5e876,Additional given GAO's impressive ROI results alone make sense GAO is receives allocation funds is well above average other federal entities,The GAO is a federal agency with an annual budget of several billion,el,Greek,1
bc0f20d9e5,"One way to find the answer is to start with a different question, how valuable was the Ames information to the Soviets?",Ames was arrested for selling classified information to the Soviets.,ur,Urdu,1
987ba0115c,"No, she said one morning she was going back to the office.",She said she plans to come back,ru,Russian,2
1b17c0770d,"It's true, you idiot.",Everything I said is the truth.,vi,Vietnamese,1
bbd497b288,"It's going to be so big, take us out of bed and never take us home (November 1974).",They were removed from their beds.,th,Thai,0
b0d63c8d50,We invite you to participate in the future of our children by sponsoring an American Indian child. Join the membership circle to support community education projects,"If you sponsor an American Indian child, you will share in the children's future",ar,Arabic,0
a2fe5baa5c,"They're shooting students, right?","They make cupcakes for students, right?",ar,Arabic,2
b8949b933c,"After the ton, the final recipient in Pakistan goes to the Pakistani hawaladar and receives his money in rupees of whatever money the Pakistani hawaladar currently has.",The Pakistani hawalader will give the recipient 5000 rupees.,bg,Bulgarian,1
398206d269,For two companies their actions see Interview 22nd FDNY Battalion 28 Jan,Each company consists of twenty-three firefighters,el,Greek,1
adc8dcf2e4,Hundreds of day trippers heading to the two islands by sea are willing to do anything before having to get back on the boat.,People go to islands for short periods of time,tr,Turkish,0
ada6630bdf,Social legal education is an important service provided by LSC providers.,LSC grants educate the community.,sw,Swahili,0
26948eac2c,oh anyway anyway um kids twenty one twenty four,I probably ages close together,de,German,1
bf4c1901c7,The State of Texas considers its various types of education to be cost-effective in terms of its Medicaid program.,Texas believes that different types of education are beneficial.,ur,Urdu,0
20f2f924ea,Photo Bill Clinton List of Candidates Table of Contents by Kevin Lamarque Reuters,Kevin Lamarck has taken several photos of Bill Clinton including her Slate Table of Contents,el,Greek,1
11cc0346f2,"When Urban went to Vietnam, we had only been married a short time, Joan said.",Joan and Urban had been married for a month when he was taken to Vietnam.,hi,Hindi,1
d250ab094c,Forming part city ramparts gate planned more pragmatic Prussians not as triumphant arch as imposing toll collect taxes,The door has built power to load gen,fr,French,0
9b35b61b99,Forty-four pilot projects submitted reports on the first round of demonstrations in 1995.,"There are more pilots, but only 44 reports have been submitted.",vi,Vietnamese,1
7b06be6421,No profession has a rich tradition of self-deprecation,Representatives of many other professions have a high opinion,ru,Russian,1
d19b24b928,He's old enough to be my father.,He is 27 years older than me.,vi,Vietnamese,1
1fffdd603b,There is a difference between smart skepticism and stupid skepticism,Cannibal skepticism more common dumbbell skepticism,fr,French,1
5f49f0841b,"Perhaps it can be argued that yes, many writings should be fun and not fake, but the styles keep changing, aahista sai but.","Although at different rates, both types of vocabulary change over time, but at different rates.",ur,Urdu,0
80317c914a,"I fully realize you did, and I understand, at least partially, that your respect may have prompted you",Think about doing it,ar,Arabic,0
d795d9b2d5,However left back moving same direction,She walked forward in the same direction.,es,Spanish,0
c4e6db9114,There 30 40 U2 aircraft began to train Chinese British pilots virtually pilots allies all over the world,We trained lots of soldiers,de,German,0
df9cca9431,"Despite a two-year investigation, the FBI was unable to find the co-worker or determine his true identity.",The FBI could not figure out who the man was.,hi,Hindi,0
95b768f4e9,"IMA's Development Committee will match all pledges received through December 31, 1998, dollar for dollar.","For all donations you make before the end of 1998, IMA will donate an equal amount.",zh,Chinese,0
9633412a32,"In early May 1996, the CIA received intelligence that Bin Ladin might be about to leave Sudan.",The CIA believed that bin Laden would leave Sudan in early May.,hi,Hindi,0
c9564000f9,"um, I have one child a little girl who is eighteen months old","I have one child, an eighteen month old daughter",sw,Swahili,0
7ccb75ff9d,Oh please There was real concern in her voice,Her voice showed concern,el,Greek,0
a964b73cb9,"In appreciation for your contribution of $100 or more to the campaign, you and a guest are invited to attend a special meeting on Thursday, March 23 from 5:30- 8:00 p.m. at Herron Hall.",Delicious food and champagne will be served at the reception.,vi,Vietnamese,1
42392b05c1,So now here it is wants today,He says he can bring it whenever we want,el,Greek,2
5349956cea,"It came from an air base flying over Cuba, and of course Rudolph Andersen was shot down.",Something was shot down over Cuba.,zh,Chinese,0
efea24f84d,"To know more about the condition of building staff and SAI building systems, watch Fadni Interview 4, Chief (Jan.",No one has any information available about the status of the construction system.,ur,Urdu,2
cf90be5cd9,"I have sent you, Captain Blood, regarding the news I have just received",The news I received shocked me to the core,ar,Arabic,1
0c36ab6766,The real concern for multi-family homes in the long run may be keeping costs under control,HMOs completely control location costs in the short term,de,German,1
8df0c42edb,Well I have a girlfriend whose daughter is a teenager every year before school starts she takes her shopping to buy clothes because they argue too much,Girl friend refuses to go shopping,fr,French,2
ee66c1453a,It's no longer work,I have work,fr,French,0
28d4bd901f,Assets accumulate can generate income in the form of interest dividends which in turn can be saved,Your assets make you lose interest money,el,Greek,2
435b839697,"(DBA), a charitable, all-volunteer, non-profit membership organization, provides independent self-employment and business information and support for individuals with disabilities, and vocational rehab, career and business counseling for professionals.",Everyone is paid a lot of money to work there.,hi,Hindi,2
f28bd3f380,visit World Wide Web GAO homepage,The GAO website can be viewed online,fr,French,0
79c303cb90,The technical costs of the work carried out may be higher cost also calculated way than before,They didn't understand how to calculate technical operating costs,fr,French,2
4bd1d447aa,People suspected of committing crimes have these rights.,People suspected of committing crimes have these rights.,zh,Chinese,0
46ceab3ce3,"Taking the privileges and immunities of citizens as an essential value of the new order, as Black does, creates its own problems of equality under the law.",Citizens can have their privileges.,sw,Swahili,0
91793871fc,"To do otherwise would send a problematic message to GAO staff, the press, and the public.",It's a bad message to send to workers if you're not doing the same yourself.,tr,Turkish,0
31b21ba4a7,Will the White House come?,The White House is hesitant to act.,ur,Urdu,1
53184721d7,"Consisting of a core of three or four men, with a few additional members, the palomilla was an important socializing unit that provided young men with a safe place to joke and express themselves.",Palomillas allowed young men to express themselves.,bg,Bulgarian,0
64939096f7,NEW ARRIVAL EVERY GIFT MAKES A DIFFERENCE,Only gifts 100 difference,de,German,2
cbe9edd4e1,"The officer witnessed the demolition of the North Tower, relaying the news to the North Tower electrical system units while giving evacuation directions",The South Tower collapsed for 30 minutes. The ESU officer speaks to the North Tower,ar,Arabic,1
94692e0c61,"Her second was a puppy from a dumpster, a male with dental problems.","There are 8 animals in the litter, and only the male has dental problems.",zh,Chinese,1
6294165161,Until you do arithmetic realizes mind Lincoln turning point signs Declaration of Independence 1776,Lincoln thought signing Declaration of Independence marked foundation,es,Spanish,0
2c7e7cbdff,"We really create our world together, we critics",Every living thing affects the world we live in.,sw,Swahili,0
f7229b856a,But Blood has already formed an opinion,Blood decided he would like eggs breakfast,de,German,1
a733b5834e,I won't be deluded by what Wolverstone says.,"As has been said many times before, Wolverstone is a simple, quiet guy.",vi,Vietnamese,1
a5eb2da799,"Well, some, some are good about sending it out by UPS or other methods, but",Some locations only accept UPS shipping.,th,Thai,1
d92c520db2,Napoleon attacked destroyed holy temple of Catalonia monastery Montserrat,The Montserrat monastery was built stone plaster,el,Greek,1
a0a110514f,"Laurel wreaths, symbolizing victory, and olive branches, symbolizing peace, decorate the border of the alliance with acanthus leaves.","Laurel wreaths, olive branches, and acanthus leaves border the rug.",hi,Hindi,0
f62640f089,But it will be about the Old Wolf who wants to see you,He wants to talk to you today about Old Wolf.,tr,Turkish,1
b776c44bc5,"19 If there were four months to work before the contract was awarded, a fleeting 13 months would be critical to retrofitting the 675 MWe boiler.",It took 13 months to retrofit the boiler for the submarine.,zh,Chinese,1
45f242f9bd,smaller classes use of technology from a long-standing lack of student support space lockers food services student organization offices,There are only two lockers in the entire building,el,Greek,1
8c7f490686,Some of the lexical records of the book are doubtful.,This book's confusing selection makes this content confusing.,sw,Swahili,1
85258a4035,The night of the Spanish raid was in Bridgetown,People were killed in the Spanish raid,tr,Turkish,1
4d3e7450a2,"Feisty, like fizzle, begins with Middle English fysten, as in fisten to fart.",Fiesty has nothing to do with fisten.,zh,Chinese,2
fee3189482,We were concerned that payment would be authorized before it was confirmed that the design trip had occurred,We thought the payment might go out before notification,tr,Turkish,0
de7fa7c5fb,Executives could receive provisional rating if they fail each element,Executives can fail,es,Spanish,2
26ae5c22ac,"For the brevity and reasons why extraction has not been properly understood, see Graham Allison and Philip Zelikow, Important Decisions 2D ED.",The extraction was not done properly.,th,Thai,0
fb939d82cd,"In May or June, Clarke asked to be transferred from the counterterrorism ministry to a new ministry in charge of cybersecurity.",Clarke wanted to move into cybersecurity because the working hours were more convenient.,vi,Vietnamese,1
9574cc3f8f,Using modern technology for individual consideration Short-term intervention and response materials may help fill gaps in the care system for at-risk patients with alcohol use problems.,The computer and printing system required to produce these pants cost five hundred dollars.,th,Thai,1
04ef0e70f3,Mr Nields replied we are certainly happy to use the phrase long expressions,Mr Nields hated to say it,tr,Turkish,2
5be385dc12,"...I think he said, Calverley, doubt and uncertainty","He spoke intelligently with clear firmness, knowing with certainty",ar,Arabic,2
fec613fdbb,"It's like it's oversimplified, the first one he gave me was very detailed and complicated, and this second one is very simple.",He gave me two different versions.,hi,Hindi,0
73b319ec0d,"Anyway, this guy came in.",The man ran the other way.,zh,Chinese,2
7e156d04f7,"Taking the privileges and immunities of citizens as an essential value of the new order, as Black does, creates its own problems of equality under the law.",Citizens can never lose their rights.,sw,Swahili,2
339c421ff3,"They just didn't like things that were kind of dull back in the day, and that, you know, I guess that was probably, you know, in the early 1930s, ah, when they did that.",It was hard to be black in the old days.,th,Thai,0
da0454c25f,Daniel Yamin's brilliant young mathematician,Mr. Zamins good at math,de,German,0
19efea0580,"But I thought, forget it, I'm going to have lunch, I'm hungry.",I have no appetite at all.,zh,Chinese,2
fad6fcea39,"One agency intends to implement a process for employees to submit travel claims that would allow passengers, with some exceptions, to simply provide an individual total of expenses exceeding 75",This idea has been adopted by t other agencies,ru,Russian,1
0994d78f5c,One will remember the World Trade Organization half a century ago,Do you think the World Trade Organization will last 50 years?,el,Greek,0
a7f4859d7b,"I looked and found out it was Ramona's, so I called her from there.",I didn't care about Ramona,tr,Turkish,2
19d5cb2b4f,Take into account compact description simple collected characteristics unbalanced system can obtain work gaseous system circulates towards equilibrium,It's difficult to explain,es,Spanish,2
59e3606aec,Employee employer contributions are generally calculated the same way,There are two different methods of calculating employee employer contributions,el,Greek,2
251c1beb69,"Unlike other non-profit theaters in the city, our actors earn a living from their craft.",We are the only theater in town that doesn't pay actors.,th,Thai,2
71fc29910d,"Moreover, as much as we know, life only appeared here once on earth.",Life on Earth could have arisen more than once,fr,French,1
a32cbfec87,"As described in the previous chapter, entry into near-future innovations must have some interaction that closes the search process through natural selection to weed out the losers.",There is no interference,ur,Urdu,2
a4f480c249,'Swounds! Maybe she would explain herself? Wither made Wolverstone go?,You should explain yourself! What happened to Wolverstone?,th,Thai,0
86d0a75d8e,"In order for law schools to gain more reputation and influence, they need a mix of private support and funding for the university",Our law school is partially supported by the Melinda Bill Gates Foundation,de,German,1
15914bdbee,You don't have to stay there.,This is exactly where you need to stay!,ur,Urdu,2
2e1bac77b2,"Oh no, but they do horse racing at Oaklawn Raceway.",There are horse racing at the track in Oaklawn.,zh,Chinese,0
06a187811f,Care about how national news impacts local areas,Worry about local exposure to national news.,zh,Chinese,0
654959615d,Parents who give up in despair and seek the protection of their own parents or grandparents for a more honest perspective will find themselves stuck with the same conundrum.,"Now and again, some parents will try to find a better way from their parents' lives.",vi,Vietnamese,0
d7bdf65c34,"Clearly, AICPA's value-add and business-oriented efforts have dominated its agenda in recent years.",AICPA will set up new headquarters in three states.,hi,Hindi,1
